temporada,id_jugador,nombre_jugador,edad,nacionalidad,equipo,partidos_jugados,minutos,goles,tarjetas_amarillas,tarjetas_rojas
2023,178,Lucas Moura,30.0,Brazil,Tottenham Hotspur,0.0,0.0,0.0,0.0,0.0
2023,297,A. Oxlade-Chamberlain,29.0,England,Liverpool FC,0.0,0.0,0.0,0.0,0.0
2023,888,P. Jones,30.0,England,Manchester United,0.0,0.0,0.0,0.0,0.0
2023,2473,M. Lanzini,29.0,Argentina,West Ham United,0.0,0.0,0.0,0.0,0.0
2023,18762,T. Davies,25.0,England,Everton FC,0.0,0.0,0.0,0.0,0.0
2023,18854,A. Townsend,32.0,England,Everton FC,0.0,0.0,0.0,0.0,0.0
2023,18858,A. Begović,35.0,Bosnia and Herzegovina,Everton FC,0.0,0.0,0.0,0.0,0.0
2023,19174,J. Steer,30.0,England,Aston Villa,0.0,0.0,0.0,0.0,0.0
2023,130419,M. Longstaff,22.0,England,Newcastle United,0.0,0.0,0.0,0.0,0.0
2023,181822,E. Wady,20.0,USA,Chelsea FC,0.0,0.0,0.0,0.0,0.0
2023,84,Wesley Moraes,26.0,Brazil,Aston Villa,0.0,0.0,0.0,0.0,0.0
2023,378,Alex Telles,30.0,Brazil,Manchester United,0.0,0.0,0.0,0.0,0.0
2023,882,David de Gea,32.0,Spain,Manchester United,0.0,0.0,0.0,0.0,0.0
2023,1914,M. Sanson,28.0,France,Aston Villa,0.0,0.0,0.0,0.0,0.0
2023,140947,I. KaborÃ©,22.0,Burkina Faso,Manchester City,0.0,0.0,0.0,0.0,0.0
2023,152980,R. Savage,21.0,England,Newcastle United,0.0,0.0,0.0,0.0,0.0
2023,153434,W. Fish,19.0,England,Manchester United,0.0,0.0,0.0,0.0,0.0
2023,197448,Yan Couto,20.0,Brazil,Manchester City,0.0,0.0,0.0,0.0,0.0
2023,278075,C. Cîrjan,20.0,Romania,Arsenal FC,0.0,0.0,0.0,0.0,0.0
2023,278088,C. Rushworth,21.0,England,Brighton & Hove Albion,0.0,0.0,0.0,0.0,0.0
2023,284062,K. Edwards,19.0,England,Arsenal FC,0.0,0.0,0.0,0.0,0.0
2023,284248,M. Frauendorf,18.0,Germany,Liverpool FC,0.0,0.0,0.0,0.0,0.0
2023,284446,F. Potts,19.0,England,West Ham United,0.0,0.0,0.0,0.0,0.0
2023,284466,C. Patino,19.0,England,Arsenal FC,0.0,0.0,0.0,0.0,0.0
2023,291022,J. Keeley,19.0,Republic of Ireland,Tottenham Hotspur,0.0,0.0,0.0,0.0,0.0
2023,2276,J. Cumming,23.0,England,Chelsea FC,0.0,0.0,0.0,0.0,0.0
2023,18751,Ivan Cavaleiro,29.0,Portugal,Fulham FC,0.0,0.0,0.0,0.0,0.0
2023,64167,G. Słonina,18.0,USA,Chelsea FC,0.0,0.0,0.0,0.0,0.0
2023,138777,F. Anjorin,21.0,England,Chelsea FC,0.0,0.0,0.0,0.0,0.0
2023,162590,T. Morton,21.0,England,Liverpool FC,0.0,0.0,0.0,0.0,0.0
2023,278086,I. Odutayo,20.0,England,Fulham FC,0.0,0.0,0.0,0.0,0.0
2023,282130,L. Pye,19.0,England,Manchester United,0.0,0.0,0.0,0.0,0.0
2023,284305,J. Miley,18.0,England,Newcastle United,0.0,0.0,0.0,0.0,0.0
2023,284471,S. Parkes,18.0,England,Fulham FC,0.0,0.0,0.0,0.0,0.0
2023,284559,A. Borto,19.0,USA,Fulham FC,0.0,0.0,0.0,0.0,0.0
2023,288055,Ângelo,18.0,Brazil,Chelsea FC,0.0,0.0,0.0,0.0,0.0
2023,303016,M. Oyedele,18.0,Poland,Manchester United,0.0,0.0,0.0,0.0,0.0
2023,327728,D. McCoy-Splatt,18.0,Jamaica,Fulham FC,0.0,0.0,0.0,0.0,0.0
2023,330636,S. Aljofree,18.0,England,Manchester United,0.0,0.0,0.0,0.0,0.0
2023,359386,M. Godo,19.0,England,Fulham FC,0.0,0.0,0.0,0.0,0.0
2023,378981,Elyh Harrison,16.0,England,Manchester United,0.0,0.0,0.0,0.0,0.0
2023,384981,S. Amissah,15.0,England,Fulham FC,0.0,0.0,0.0,0.0,0.0
2023,907,R. Lukaku,29.0,Belgium,Chelsea FC,0.0,0.0,0.0,0.0,0.0
2023,18972,A. Knockaert,31.0,France,Fulham FC,0.0,0.0,0.0,0.0,0.0
2023,69257,J. Furlong,20.0,Republic of Ireland,Brighton & Hove Albion,0.0,0.0,0.0,0.0,0.0
2023,144732,T. Doyle,22.0,England,Manchester City,0.0,0.0,0.0,0.0,0.0
2023,274550,H. Vale,19.0,England,Chelsea FC,0.0,0.0,0.0,0.0,0.0
2023,278079,A. Ramsey,20.0,England,Aston Villa,0.0,0.0,0.0,0.0,0.0
2023,282136,N. Emeran,20.0,France,Manchester United,0.0,0.0,0.0,0.0,0.0
2023,284241,Mateo Mejía,19.0,Spain,Manchester United,0.0,0.0,0.0,0.0,0.0
2023,284523,S. Swinkels,18.0,Netherlands,Aston Villa,0.0,0.0,0.0,0.0,0.0
2023,288107,C. McNeill,19.0,England,Manchester United,0.0,0.0,0.0,0.0,0.0
2023,45815,S. Tedić,23.0,Serbia,Manchester City,0.0,0.0,0.0,0.0,0.0
2023,134428,B. Chrisene,18.0,England,Aston Villa,0.0,0.0,0.0,0.0,0.0
2023,135525,C. Ramsay,20.0,Scotland,Liverpool FC,0.0,0.0,0.0,0.0,0.0
2023,138842,M. Azeez,20.0,England,Arsenal FC,0.0,0.0,0.0,0.0,0.0
2023,138843,J. Hillson,21.0,England,Arsenal FC,0.0,0.0,0.0,0.0,0.0
2023,154807,D. Chesters,21.0,England,West Ham United,0.0,0.0,0.0,0.0,0.0
2023,162687,V. Jaroš,22.0,Czechia,Liverpool FC,0.0,0.0,0.0,0.0,0.0
2023,284439,L. Sousa,18.0,England,Arsenal FC,0.0,0.0,0.0,0.0,0.0
2023,284457,L. Bogarde,19.0,Netherlands,Aston Villa,0.0,0.0,0.0,0.0,0.0
2023,296121,J. Hinchy,20.0,England,Brighton & Hove Albion,0.0,0.0,0.0,0.0,0.0
2023,313925,C. Ferguson,20.0,England,Newcastle United,0.0,0.0,0.0,0.0,0.0
2023,342191,A. Mazilu,18.0,Romania,Brighton & Hove Albion,0.0,0.0,0.0,0.0,0.0
2023,18899,I. Hayden,28.0,England,Newcastle United,0.0,0.0,0.0,0.0,0.0
2023,144725,K. Simon-Swyer,21.0,England,West Ham United,0.0,0.0,0.0,0.0,0.0
2023,284260,D. Williams,20.0,England,Chelsea FC,0.0,0.0,0.0,0.0,0.0
2023,284291,J. Turner-Cooke,20.0,England,Newcastle United,0.0,0.0,0.0,0.0,0.0
2023,284373,L. De Bolle,21.0,Scotland,Newcastle United,0.0,0.0,0.0,0.0,0.0
2023,284536,J. Knightbridge,19.0,England,West Ham United,0.0,0.0,0.0,0.0,0.0
2023,313671,C. Thompson,19.0,England,Newcastle United,0.0,0.0,0.0,0.0,0.0
2023,330986,M. Golding,17.0,England,Chelsea FC,0.0,0.0,0.0,0.0,0.0
2023,340919,E. Stanton,18.0,England,Newcastle United,0.0,0.0,0.0,0.0,0.0
2023,349987,G. Kuol,19.0,Australia,Newcastle United,0.0,0.0,0.0,0.0,0.0
2023,352210,D. Charlton,17.0,England,Newcastle United,0.0,0.0,0.0,0.0,0.0
2023,364048,H. Murray-Campbell,17.0,England,Chelsea FC,0.0,0.0,0.0,0.0,0.0
2023,365988,A. Harris,17.0,England,Newcastle United,0.0,0.0,0.0,0.0,0.0
2023,402524,A. Harrison,17.0,England,Newcastle United,0.0,0.0,0.0,0.0,0.0
2023,411808,D. Richards,18.0,Jamaica,Chelsea FC,0.0,0.0,0.0,0.0,0.0
2023,152976,T. Hill,21.0,Wales,Liverpool FC,0.0,0.0,0.0,0.0,0.0
2023,152979,J. Norris,20.0,England,Liverpool FC,0.0,0.0,0.0,0.0,0.0
2023,153066,Fábio Carvalho,21.0,Portugal,Liverpool FC,0.0,0.0,0.0,0.0,0.0
2023,162904,R. Williams,22.0,England,Liverpool FC,0.0,0.0,0.0,0.0,0.0
2023,278128,J. Wilson-Esbrand,21.0,England,Manchester City,0.0,0.0,0.0,0.0,0.0
2023,280683,J. Balagizi,20.0,England,Liverpool FC,0.0,0.0,0.0,0.0,0.0
2023,284287,M. Musiałowski,20.0,Poland,Liverpool FC,0.0,0.0,0.0,0.0,0.0
2023,284367,L. Stephenson,20.0,England,Liverpool FC,0.0,0.0,0.0,0.0,0.0
2023,284375,J. Huntley,19.0,England,Newcastle United,0.0,0.0,0.0,0.0,0.0
2023,287868,M. Merrick,18.0,England,Chelsea FC,0.0,0.0,0.0,0.0,0.0
2023,308843,T. Patterson,18.0,England,Aston Villa,0.0,0.0,0.0,0.0,0.0
2023,310531,R. Kyerematen,18.0,England,Tottenham Hotspur,0.0,0.0,0.0,0.0,0.0
2023,337929,G. Abbott,18.0,England,Tottenham Hotspur,0.0,0.0,0.0,0.0,0.0
2023,361675,T. Grant,18.0,England,Manchester City,0.0,0.0,0.0,0.0,0.0
2023,361736,L. Black,17.0,England,Tottenham Hotspur,0.0,0.0,0.0,0.0,0.0
2023,404574,Luis Guilherme,17.0,Brazil,West Ham United,0.0,0.0,0.0,0.0,0.0
2023,172,D. Alli,27.0,England,Everton FC,0.0,0.0,0.0,0.0,0.0
2023,286,J. Matip,32.0,Cameroon,Liverpool FC,10.0,783.0,0.0,2.0,0.0
2023,507,Thiago Alcântara,32.0,Spain,Liverpool FC,1.0,5.0,0.0,0.0,0.0
2023,1972,L. Karius,30.0,Germany,Newcastle United,1.0,90.0,0.0,0.0,0.0
2023,18892,P. Dummett,32.0,Wales,Newcastle United,5.0,15.0,0.0,0.0,0.0
2023,18924,J. Hendrick,31.0,Republic of Ireland,Newcastle United,0.0,0.0,0.0,0.0,0.0
2023,138806,B. Williams,23.0,England,Manchester United,0.0,0.0,0.0,0.0,0.0
2023,190,Cédric Soares,32.0,Portugal,Arsenal FC,3.0,59.0,0.0,0.0,0.0
2023,742,R. Varane,30.0,France,Manchester United,22.0,1373.0,1.0,2.0,0.0
2023,180866,Marcelo Pitaluga,21.0,Brazil,Liverpool FC,0.0,0.0,0.0,0.0,0.0
2023,284278,M. Ndiweni,20.0,England,Newcastle United,1.0,0.0,0.0,0.0,0.0
2023,284390,J. Wright,19.0,England,Aston Villa,0.0,0.0,0.0,0.0,0.0
2023,284502,J. Sweet,20.0,Wales,Arsenal FC,0.0,0.0,0.0,0.0,0.0
2023,284531,B. Jackson,20.0,England,Brighton & Hove Albion,0.0,0.0,0.0,0.0,0.0
2023,284540,Mauro Bandeira,20.0,Portugal,Arsenal FC,0.0,0.0,0.0,0.0,0.0
2023,288106,Marc Jurado,19.0,Spain,Manchester United,0.0,0.0,0.0,0.0,0.0
2023,293164,A. Diallo,20.0,England,Newcastle United,1.0,0.0,0.0,0.0,0.0
2023,294638,F. Munroe,18.0,England,Aston Villa,1.0,3.0,0.0,0.0,0.0
2023,331009,C. Sayers,19.0,England,Tottenham Hotspur,0.0,0.0,0.0,0.0,0.0
2023,105,F. Ballo-Touré,26.0,Senegal,Fulham FC,6.0,66.0,0.0,1.0,0.0
2023,1452,Mohamed Elneny,31.0,Egypt,Arsenal FC,3.0,25.0,0.0,0.0,0.0
2023,144733,B. Knight,21.0,England,Manchester City,0.0,0.0,0.0,0.0,0.0
2023,284409,D. Mubama,19.0,England,West Ham United,5.0,75.0,0.0,0.0,0.0
2023,327748,B. Gee,18.0,England,Chelsea FC,0.0,0.0,0.0,0.0,0.0
2023,19565,J. Weir,21.0,England,Brighton & Hove Albion,0.0,0.0,0.0,0.0,0.0
2023,20319,N. Bishop,24.0,England,Manchester United,0.0,0.0,0.0,0.0,0.0
2023,129707,T. Francois,23.0,Australia,Fulham FC,0.0,0.0,0.0,0.0,0.0
2023,162493,M. Craig,20.0,Scotland,Tottenham Hotspur,0.0,0.0,0.0,0.0,0.0
2023,167656,M. Leonard,22.0,Scotland,Brighton & Hove Albion,0.0,0.0,0.0,0.0,0.0
2023,191971,J. Stansfield,21.0,England,Fulham FC,0.0,0.0,0.0,0.0,0.0
2023,282133,J. Hugill,20.0,England,Manchester United,0.0,0.0,0.0,0.0,0.0
2023,284366,L. Chambers,19.0,England,Liverpool FC,0.0,0.0,0.0,0.0,0.0
2023,284475,L. Harris,18.0,Wales,Fulham FC,1.0,74.0,0.0,0.0,0.0
2023,284556,T. O&apos;Reilly,20.0,England,Aston Villa,0.0,0.0,0.0,0.0,0.0
2023,284571,C. Sagoe Jr,19.0,England,Arsenal FC,0.0,0.0,0.0,0.0,0.0
2023,286773,L. Castledine,18.0,England,Chelsea FC,0.0,0.0,0.0,0.0,0.0
2023,18820,C. Coventry,23.0,Republic of Ireland,West Ham United,0.0,0.0,0.0,0.0,0.0
2023,20224,A. Lonergan,40.0,England,Everton FC,0.0,0.0,0.0,0.0,0.0
2023,68127,K. Watts,24.0,England,Newcastle United,0.0,0.0,0.0,0.0,0.0
2023,138793,H. White,22.0,England,Tottenham Hotspur,0.0,0.0,0.0,0.0,0.0
2023,153420,G. Wickens,22.0,England,Fulham FC,0.0,0.0,0.0,0.0,0.0
2023,167657,T. Onyango,20.0,England,Everton FC,1.0,0.0,0.0,0.0,0.0
2023,206404,S. Chouchane,20.0,Tunisia,Brighton & Hove Albion,0.0,0.0,0.0,0.0,0.0
2023,284470,M. Dibley-Dias,20.0,New Zealand,Fulham FC,0.0,0.0,0.0,0.0,0.0
2023,286774,R. Stutter,18.0,England,Chelsea FC,0.0,0.0,0.0,0.0,0.0
2023,303667,E. Beach,20.0,Wales,Chelsea FC,0.0,0.0,0.0,0.0,0.0
2023,309507,B. Ibrahim,19.0,England,Arsenal FC,0.0,0.0,0.0,0.0,0.0
2023,328097,Mahamadou Susoho,18.0,Spain,Manchester City,0.0,0.0,0.0,0.0,0.0
2023,344707,C. Marshall,19.0,Northern Ireland,West Ham United,0.0,0.0,0.0,0.0,0.0
2023,284186,S. McAllister,21.0,Northern Ireland,Everton FC,0.0,0.0,0.0,0.0,0.0
2023,284187,S. Mills,20.0,England,Everton FC,0.0,0.0,0.0,0.0,0.0
2023,284382,D. Mee,21.0,Northern Ireland,Manchester United,0.0,0.0,0.0,0.0,0.0
2023,284404,J. Tauriainen,19.0,Finland,Chelsea FC,1.0,0.0,0.0,0.0,0.0
2023,284532,Z. Sturge,19.0,England,Chelsea FC,0.0,0.0,0.0,0.0,0.0
2023,287109,J. McConnell,19.0,England,Liverpool FC,3.0,1.0,0.0,0.0,0.0
2023,289618,A. Matos,19.0,England,Chelsea FC,1.0,0.0,0.0,0.0,0.0
2023,293168,M. Alleyne,18.0,England,Manchester City,0.0,0.0,0.0,0.0,0.0
2023,298062,L. Jackson,18.0,Scotland,Manchester United,0.0,0.0,0.0,0.0,0.0
2023,314661,J. Danns,17.0,England,Liverpool FC,2.0,7.0,0.0,1.0,0.0
2023,328093,I. Samuels-Smith,17.0,England,Chelsea FC,0.0,0.0,0.0,0.0,0.0
2023,328104,B. Parkinson,18.0,England,Newcastle United,1.0,24.0,0.0,0.0,0.0
2023,384585,T. Hernes,18.0,Norway,Newcastle United,0.0,0.0,0.0,0.0,0.0
2023,394167,O. Harrison,16.0,England,Chelsea FC,0.0,0.0,0.0,0.0,0.0
2023,407032,A. Nallo,17.0,England,Liverpool FC,0.0,0.0,0.0,0.0,0.0
2023,253,A. Areola,30.0,France,West Ham United,31.0,2702.0,0.0,1.0,0.0
2023,1485,Bruno Fernandes,29.0,Portugal,Manchester United,35.0,3120.0,10.0,9.0,0.0
2023,18968,Y. Bissouma,27.0,Mali,Tottenham Hotspur,28.0,2083.0,0.0,10.0,1.0
2023,144709,J. Anang,23.0,England,West Ham United,0.0,0.0,0.0,0.0,0.0
2023,181796,J. Brooking,21.0,England,Chelsea FC,0.0,0.0,0.0,0.0,0.0
2023,204039,D. Udogie,21.0,Italy,Tottenham Hotspur,28.0,2398.0,2.0,6.0,0.0
2023,282254,O. Offiah,21.0,England,Brighton & Hove Albion,0.0,0.0,0.0,0.0,0.0
2023,298061,T. Curd,17.0,England,Chelsea FC,0.0,0.0,0.0,0.0,0.0
2023,305735,J. Duffus,19.0,England,Brighton & Hove Albion,0.0,0.0,0.0,0.0,0.0
2023,335116,K. Šekularac,20.0,Switzerland,Fulham FC,0.0,0.0,0.0,0.0,0.0
2023,336240,N. Atom,18.0,Germany,Brighton & Hove Albion,0.0,0.0,0.0,0.0,0.0
2023,5,M. Akanji,28.0,Switzerland,Manchester City,30.0,2512.0,2.0,3.0,0.0
2023,281,C. Kelleher,25.0,Republic of Ireland,Liverpool FC,10.0,900.0,0.0,0.0,0.0
2023,567,Rúben Dias,26.0,Portugal,Manchester City,30.0,2557.0,0.0,0.0,0.0
2023,1145,I. Konaté,24.0,France,Liverpool FC,22.0,1571.0,0.0,4.0,0.0
2023,1946,L. Trossard,29.0,Belgium,Arsenal FC,34.0,1647.0,12.0,2.0,0.0
2023,2724,L. Digne,30.0,France,Aston Villa,33.0,2413.0,1.0,7.0,0.0
2023,2735,P. Højbjerg,28.0,Denmark,Tottenham Hotspur,36.0,1287.0,0.0,4.0,0.0
2023,21694,N. Aguerd,27.0,Morocco,West Ham United,21.0,1859.0,1.0,2.0,0.0
2023,22090,W. Saliba,22.0,France,Arsenal FC,38.0,3420.0,2.0,4.0,0.0
2023,47380,Marc Cucurella,25.0,Spain,Chelsea FC,21.0,1785.0,0.0,10.0,0.0
2023,70747,J. Enciso,19.0,Paraguay,Brighton & Hove Albion,12.0,475.0,0.0,2.0,0.0
2023,129058,B. Verbruggen,21.0,Netherlands,Brighton & Hove Albion,21.0,1890.0,0.0,3.0,0.0
2023,129643,E. Ferguson,19.0,Republic of Ireland,Brighton & Hove Albion,27.0,1365.0,6.0,1.0,0.0
2023,138816,I. Maatsen,21.0,Netherlands,Chelsea FC,12.0,199.0,0.0,1.0,0.0
2023,284230,R. Lewis,19.0,England,Manchester City,16.0,806.0,2.0,1.0,0.0
2023,288699,M. Perrone,20.0,Argentina,Manchester City,0.0,0.0,0.0,0.0,0.0
2023,334037,T. George,17.0,England,Chelsea FC,0.0,0.0,0.0,0.0,0.0
2023,671,B. Traoré,28.0,Burkina Faso,Aston Villa,2.0,9.0,0.0,0.0,0.0
2023,20069,B. Crellin,23.0,England,Everton FC,0.0,0.0,0.0,0.0,0.0
2023,138906,J. White,21.0,England,Newcastle United,4.0,9.0,0.0,1.0,0.0
2023,167663,T. McGill,23.0,Canada,Brighton & Hove Albion,0.0,0.0,0.0,0.0,0.0
2023,180940,T. Sharman-Lowe,20.0,England,Chelsea FC,0.0,0.0,0.0,0.0,0.0
2023,284060,L. Laing,20.0,England,West Ham United,0.0,0.0,0.0,0.0,0.0
2023,284363,R. Bennett,20.0,England,Manchester United,0.0,0.0,0.0,0.0,0.0
2023,297635,D. Tanton,19.0,Colombia,Fulham FC,0.0,0.0,0.0,0.0,0.0
2023,297641,J. Metcalfe,19.0,England,Everton FC,0.0,0.0,0.0,0.0,0.0
2023,298099,Mackenzie Hunt,22.0,United Arab Emirates,Everton FC,0.0,0.0,0.0,0.0,0.0
2023,311520,Marquinhos,20.0,Brazil,Arsenal FC,0.0,0.0,0.0,0.0,0.0
2023,138937,F. Marschall,20.0,England,Aston Villa,0.0,0.0,0.0,0.0,0.0
2023,200233,L. Kavanagh,20.0,Republic of Ireland,Brighton & Hove Albion,0.0,0.0,0.0,0.0,0.0
2023,231062,A. Okonkwo,22.0,England,Arsenal FC,0.0,0.0,0.0,0.0,0.0
2023,278123,S. Revan,20.0,England,Aston Villa,0.0,0.0,0.0,0.0,0.0
2023,284266,L. Warrington,21.0,England,Everton FC,1.0,0.0,0.0,0.0,0.0
2023,284323,C. Savage,20.0,Wales,Manchester United,0.0,0.0,0.0,0.0,0.0
2023,288118,L. Orford,17.0,England,West Ham United,0.0,0.0,0.0,0.0,0.0
2023,288279,LuizÃ£o,21.0,Brazil,West Ham United,0.0,0.0,0.0,0.0,0.0
2023,293163,J. Donley,18.0,England,Tottenham Hotspur,3.0,0.0,0.0,1.0,0.0
2023,312118,J. Feeney,18.0,England,Aston Villa,0.0,0.0,0.0,0.0,0.0
2023,327730,O. Scarles,18.0,England,West Ham United,0.0,0.0,0.0,0.0,0.0
2023,328095,L. Barrington,19.0,England,Brighton & Hove Albion,0.0,0.0,0.0,0.0,0.0
2023,336599,B. Baker-Boaitey,19.0,England,Brighton & Hove Albion,5.0,35.0,0.0,1.0,0.0
2023,349384,T. Hall,18.0,England,Tottenham Hotspur,0.0,0.0,0.0,0.0,0.0
2023,946,K. Mbabu,28.0,Switzerland,Fulham FC,0.0,0.0,0.0,0.0,0.0
2023,2784,R. RÃºnarsson,28.0,Iceland,Arsenal FC,0.0,0.0,0.0,0.0,0.0
2023,19071,E. BuendÃ­a,27.0,Argentina,Aston Villa,0.0,0.0,0.0,0.0,0.0
2023,398004,S. Proctor,17.0,England,Aston Villa,0.0,0.0,0.0,0.0,0.0
2023,403064,H. Amass,16.0,England,Manchester United,0.0,0.0,0.0,0.0,0.0
2023,133,C. Lenglet,28.0,France,Aston Villa,14.0,1156.0,0.0,3.0,0.0
2023,526,A. Onana,27.0,Cameroon,Manchester United,38.0,3420.0,0.0,5.0,0.0
2023,885,E. Bailly,29.0,Côte d'Ivoire,Manchester United,0.0,0.0,0.0,0.0,0.0
2023,1578,G. Lo Celso,27.0,Argentina,Tottenham Hotspur,22.0,495.0,2.0,2.0,0.0
2023,1697,Pablo Fornals,27.0,Spain,West Ham United,15.0,418.0,0.0,0.0,0.0
2023,2467,Lisandro Martínez,25.0,Argentina,Manchester United,11.0,649.0,0.0,3.0,0.0
2023,2931,T. Heaton,37.0,England,Manchester United,0.0,0.0,0.0,0.0,0.0
2023,3246,N. Pépé,28.0,Côte d'Ivoire,Arsenal FC,0.0,0.0,0.0,0.0,0.0
2023,6009,J. Alvarez,23.0,Argentina,Manchester City,36.0,2658.0,11.0,2.0,0.0
2023,18812,Adrián,36.0,Spain,Liverpool FC,0.0,0.0,0.0,0.0,0.0
2023,18955,D. Ings,31.0,England,West Ham United,20.0,389.0,1.0,1.0,0.0
2023,19428,J. Bowen,27.0,England,West Ham United,34.0,3021.0,16.0,2.0,0.0
2023,50132,A. Bayındır,25.0,Türkiye,Manchester United,0.0,0.0,0.0,0.0,0.0
2023,67972,C. Gallagher,23.0,England,Chelsea FC,37.0,3137.0,5.0,8.0,0.0
2023,135775,Ansu Fati,21.0,Spain,Brighton & Hove Albion,19.0,511.0,2.0,2.0,0.0
2023,144729,T. Harwood-Bellis,21.0,England,Manchester City,0.0,0.0,0.0,0.0,0.0
2023,288112,W. Kambwala,19.0,France,Manchester United,8.0,326.0,0.0,1.0,0.0
2023,455010,Lander Emery,20.0,Spain,Aston Villa,0.0,0.0,0.0,0.0,0.0
2023,723,Joelinton,27.0,Brazil,Newcastle United,20.0,1281.0,2.0,6.0,0.0
2023,1231,V. Coufal,31.0,Czechia,West Ham United,36.0,3140.0,0.0,6.0,0.0
2023,1243,T. Souček,28.0,Czechia,West Ham United,37.0,2876.0,7.0,7.0,0.0
2023,1445,K. Mavropanos,26.0,Greece,West Ham United,19.0,1498.0,1.0,2.0,0.0
2023,1646,Lucas Paquetá,26.0,Brazil,West Ham United,31.0,2638.0,4.0,10.0,0.0
2023,2284,Emerson,29.0,Italy,West Ham United,36.0,3142.0,1.0,10.0,0.0
2023,2864,A. Isak,24.0,Sweden,Newcastle United,30.0,2267.0,21.0,1.0,0.0
2023,2869,E. Álvarez,26.0,Mexico,West Ham United,31.0,2384.0,1.0,11.0,0.0
2023,2939,C. Wilson,31.0,England,Newcastle United,20.0,983.0,9.0,3.0,0.0
2023,2997,Ł. Fabiański,38.0,Poland,West Ham United,10.0,718.0,0.0,0.0,0.0
2023,15911,M. Kudus,23.0,Ghana,West Ham United,33.0,2487.0,8.0,6.0,0.0
2023,18813,A. Cresswell,34.0,England,West Ham United,11.0,431.0,0.0,1.0,0.0
2023,18819,M. Antonio,33.0,Jamaica,West Ham United,26.0,1708.0,6.0,6.0,0.0
2023,18846,A. Wan-Bissaka,26.0,England,Manchester United,22.0,1782.0,0.0,4.0,0.0
2023,138787,A. Gordon,22.0,England,Newcastle United,35.0,2906.0,11.0,11.0,0.0
2023,288116,K. Casey,19.0,England,West Ham United,1.0,0.0,0.0,0.0,0.0
2023,328105,L. Miley,17.0,England,Newcastle United,17.0,1208.0,1.0,1.0,0.0
2023,169,K. Trippier,33.0,England,Newcastle United,28.0,2239.0,1.0,5.0,0.0
2023,1463,J. Willock,24.0,England,Newcastle United,9.0,419.0,1.0,0.0,0.0
2023,2507,M. Almirón,29.0,Paraguay,Newcastle United,33.0,1947.0,3.0,2.0,0.0
2023,2806,F. Schär,32.0,Switzerland,Newcastle United,36.0,3057.0,4.0,5.0,0.0
2023,2855,E. Krafth,29.0,Sweden,Newcastle United,17.0,905.0,0.0,2.0,0.0
2023,10135,Bruno Guimarães,26.0,Brazil,Newcastle United,37.0,3269.0,7.0,9.0,0.0
2023,18778,H. Barnes,26.0,England,Newcastle United,21.0,794.0,5.0,2.0,0.0
2023,18894,J. Lascelles,30.0,England,Newcastle United,16.0,1081.0,1.0,4.0,0.0
2023,18901,S. Longstaff,26.0,England,Newcastle United,35.0,2748.0,6.0,7.0,0.0
2023,18941,M. Targett,28.0,England,Newcastle United,3.0,77.0,0.0,1.0,0.0
2023,18961,D. Burn,31.0,England,Newcastle United,33.0,2733.0,2.0,4.0,0.0
2023,19163,J. Murphy,28.0,England,Newcastle United,21.0,1193.0,3.0,1.0,0.0
2023,31146,S. Tonali,23.0,Italy,Newcastle United,8.0,439.0,1.0,2.0,0.0
2023,38734,S. Botman,23.0,Netherlands,Newcastle United,17.0,1378.0,2.0,2.0,0.0
2023,44912,M. Gillespie,31.0,England,Newcastle United,0.0,0.0,0.0,0.0,0.0
2023,158694,T. Livramento,21.0,England,Newcastle United,26.0,1302.0,1.0,1.0,0.0
2023,284492,L. Hall,19.0,England,Newcastle United,18.0,777.0,1.0,2.0,0.0
2023,318056,A. Murphy,19.0,Republic of Ireland,Newcastle United,2.0,11.0,0.0,0.0,0.0
2023,104,Carlos Vinícius,28.0,Brazil,Fulham FC,13.0,306.0,2.0,2.0,0.0
2023,727,R. Nelson,24.0,England,Arsenal FC,15.0,255.0,0.0,1.0,0.0
2023,2273,Kepa,29.0,Spain,Chelsea FC,0.0,0.0,0.0,0.0,0.0
2023,18886,M. Dúbravka,34.0,Slovakia,Newcastle United,23.0,1984.0,0.0,1.0,0.0
2023,195106,Rodrigo Muniz,22.0,Brazil,Fulham FC,26.0,1596.0,9.0,1.0,0.0
2023,657,K. Tete,28.0,Netherlands,Fulham FC,14.0,868.0,1.0,2.0,0.0
2023,899,Andreas Pereira,27.0,Brazil,Fulham FC,37.0,2638.0,3.0,6.0,0.0
2023,1161,E. Smith Rowe,23.0,England,Arsenal FC,13.0,346.0,0.0,0.0,0.0
2023,1438,B. Leno,31.0,Germany,Fulham FC,38.0,3420.0,0.0,3.0,0.0
2023,1455,A. Iwobi,27.0,Nigeria,Fulham FC,30.0,2202.0,5.0,2.0,0.0
2023,2823,S. Lukić,27.0,Serbia,Fulham FC,24.0,1117.0,1.0,3.0,0.0
2023,2887,R. Jiménez,32.0,Mexico,Fulham FC,24.0,1403.0,7.0,3.0,1.0
2023,2920,T. Castagne,28.0,Belgium,Fulham FC,34.0,2632.0,1.0,3.0,0.0
2023,18814,I. Diop,26.0,France,Fulham FC,18.0,1426.0,0.0,3.0,0.0
2023,19025,T. Cairney,32.0,Scotland,Fulham FC,34.0,1475.0,1.0,3.0,0.0
2023,19032,R. Sessegnon,23.0,England,Tottenham Hotspur,0.0,0.0,0.0,0.0,0.0
