temporada,id_jugador,nombre_jugador,edad,nacionalidad,equipo,partidos_jugados,minutos,goles,tarjetas_amarillas,tarjetas_rojas
2020,284327,R. Welch,17.0,England,Everton FC,0.0,0.0,0.0,0.0,0.0
2020,301,B. Woodburn,21.0,Wales,Liverpool FC,0.0,0.0,0.0,0.0,0.0
2020,574,F. KrovinoviÄ‡,25.0,Croatia,West Bromwich Albion,11.0,543.0,0.0,0.0,0.0
2020,2758,L. KaliniÄ‡,30.0,Croatia,Aston Villa,0.0,0.0,0.0,0.0,0.0
2020,3295,P. Tau,26.0,South Africa,Brighton & Hove Albion,3.0,102.0,0.0,0.0,0.0
2020,18952,C. Austin,31.0,England,West Bromwich Albion,5.0,132.0,0.0,0.0,0.0
2020,18976,M. Sanders,21.0,England,Brighton & Hove Albion,0.0,0.0,0.0,0.0,0.0
2020,20386,M. Macey,26.0,England,Arsenal FC,0.0,0.0,0.0,0.0,0.0
2020,106721,K. Å½iger,19.0,Croatia,Chelsea FC,0.0,0.0,0.0,0.0,0.0
2020,167663,T. McGill,20.0,Canada,Brighton & Hove Albion,0.0,0.0,0.0,0.0,0.0
2020,278076,M. Odubeko,18.0,Republic of Ireland,West Ham United,0.0,0.0,0.0,0.0,0.0
2020,84,Wesley,24.0,Brazil,Aston Villa,3.0,14.0,0.0,0.0,0.0
2020,1945,M. Samatta,28.0,Tanzania,Aston Villa,0.0,0.0,0.0,0.0,0.0
2020,2727,J. LÃ¶ssl,31.0,Denmark,Everton FC,0.0,0.0,0.0,0.0,0.0
2020,2784,R. RÃºnarsson,25.0,Iceland,Arsenal FC,1.0,16.0,0.0,0.0,0.0
2020,15928,F. Alves,21.0,Denmark,West Ham United,0.0,0.0,0.0,0.0,0.0
2020,18831,A. Carroll,31.0,England,Newcastle United,18.0,382.0,1.0,1.0,0.0
2020,18834,A. Yarmolenko,31.0,Ukraine,West Ham United,15.0,362.0,0.0,3.0,0.0
2020,18958,D. Button,31.0,England,West Bromwich Albion,1.0,90.0,0.0,0.0,0.0
2020,19165,R. Tulloch,19.0,England,West Bromwich Albion,0.0,0.0,0.0,0.0,0.0
2020,49923,A. Kamara,25.0,Mauritania,Fulham FC,11.0,310.0,0.0,1.0,1.0
2020,130420,J. Vokins,20.0,England,Southampton FC,1.0,66.0,0.0,0.0,0.0
2020,138411,L. Hughes,19.0,Northern Ireland,Liverpool FC,0.0,0.0,0.0,0.0,0.0
2020,138849,K. John,19.0,England,Everton FC,0.0,0.0,0.0,0.0,0.0
2020,138877,R. Yapi,20.0,France,Brighton & Hove Albion,0.0,0.0,0.0,0.0,0.0
2020,152975,J. Cain,19.0,England,Liverpool FC,0.0,0.0,0.0,0.0,0.0
2020,166,J. Foyth,22.0,Argentina,Tottenham Hotspur,0.0,0.0,0.0,0.0,0.0
2020,300,G. Wijnaldum,30.0,Netherlands,Liverpool FC,38.0,2946.0,2.0,1.0,0.0
2020,305,D. Origi,25.0,Belgium,Liverpool FC,9.0,181.0,0.0,0.0,0.0
2020,1439,Héctor Bellerín,25.0,Spain,Arsenal FC,25.0,2093.0,1.0,8.0,0.0
2020,1578,G. Lo Celso,24.0,Argentina,Tottenham Hotspur,18.0,949.0,1.0,5.0,0.0
2020,1697,Pablo Fornals,24.0,Spain,West Ham United,33.0,2583.0,5.0,3.0,0.0
2020,2280,César Azpilicueta,31.0,Spain,Chelsea FC,26.0,2190.0,1.0,5.0,1.0
2020,3246,N. Pépé,25.0,Côte d'Ivoire,Arsenal FC,29.0,1612.0,10.0,1.0,1.0
2020,18812,Adrián,33.0,Spain,Liverpool FC,3.0,270.0,0.0,0.0,0.0
2020,20557,I. Diallo,21.0,France,Southampton FC,22.0,1010.0,0.0,3.0,0.0
2020,41301,GonÃ§alo Cardoso,20.0,Portugal,West Ham United,0.0,0.0,0.0,0.0,0.0
2020,67972,C. Gallagher,20.0,England,West Bromwich Albion,30.0,2532.0,2.0,11.0,0.0
2020,90494,N. Trott,22.0,England,West Ham United,0.0,0.0,0.0,0.0,0.0
2020,144729,T. Harwood-Bellis,18.0,England,Manchester City,0.0,0.0,0.0,0.0,0.0
2020,162150,N. John,17.0,England,Tottenham Hotspur,0.0,0.0,0.0,0.0,0.0
2020,619,Eric García,19.0,Spain,Manchester City,6.0,380.0,0.0,0.0,0.0
2020,748,Dani Ceballos,24.0,Spain,Arsenal FC,25.0,1614.0,0.0,4.0,0.0
2020,885,E. Bailly,26.0,Côte d'Ivoire,Manchester United,12.0,915.0,0.0,3.0,0.0
2020,931,Ferran Torres,20.0,Spain,Manchester City,24.0,1306.0,7.0,1.0,0.0
2020,1231,V. Coufal,28.0,Czechia,West Ham United,34.0,3055.0,0.0,3.0,0.0
2020,1243,T. Souček,25.0,Czechia,West Ham United,38.0,3420.0,10.0,7.0,1.0
2020,2282,A. Christensen,24.0,Denmark,Chelsea FC,17.0,1371.0,0.0,2.0,1.0
2020,2284,Emerson,26.0,Italy,Chelsea FC,2.0,89.0,0.0,0.0,0.0
2020,2285,A. Rüdiger,27.0,Germany,Chelsea FC,19.0,1710.0,1.0,0.0,0.0
2020,2931,T. Heaton,34.0,England,Aston Villa,0.0,0.0,0.0,0.0,0.0
2020,2997,Ł. Fabiański,35.0,Poland,West Ham United,35.0,3150.0,0.0,2.0,0.0
2020,18813,A. Cresswell,31.0,England,West Ham United,36.0,3172.0,0.0,3.0,0.0
2020,18819,M. Antonio,30.0,Jamaica,West Ham United,26.0,1984.0,10.0,3.0,0.0
2020,18846,A. Wan-Bissaka,23.0,England,Manchester United,34.0,3060.0,2.0,3.0,0.0
2020,18955,D. Ings,28.0,England,Southampton FC,29.0,2183.0,12.0,1.0,0.0
2020,19428,J. Bowen,24.0,England,West Ham United,38.0,2578.0,8.0,0.0,0.0
2020,723,Joelinton,24.0,Brazil,Newcastle United,31.0,1989.0,4.0,3.0,0.0
2020,1463,J. Willock,21.0,England,Newcastle United,14.0,980.0,8.0,0.0,0.0
2020,2273,Kepa,26.0,Spain,Chelsea FC,7.0,584.0,0.0,1.0,0.0
2020,2507,M. Almirón,26.0,Paraguay,Newcastle United,34.0,2437.0,4.0,3.0,0.0
2020,2806,F. Schär,29.0,Switzerland,Newcastle United,18.0,1256.0,1.0,4.0,1.0
2020,2855,E. Krafth,26.0,Sweden,Newcastle United,16.0,1290.0,1.0,4.0,0.0
2020,2939,C. Wilson,28.0,England,Newcastle United,26.0,2085.0,12.0,2.0,0.0
2020,18886,M. Dúbravka,31.0,Slovakia,Newcastle United,13.0,1170.0,0.0,0.0,0.0
2020,18894,J. Lascelles,27.0,England,Newcastle United,19.0,1628.0,2.0,4.0,0.0
2020,18899,I. Hayden,25.0,England,Newcastle United,24.0,1943.0,0.0,8.0,0.0
2020,18901,S. Longstaff,23.0,England,Newcastle United,22.0,1405.0,0.0,2.0,0.0
2020,18941,M. Targett,25.0,England,Aston Villa,38.0,3405.0,0.0,7.0,0.0
2020,18961,D. Burn,28.0,England,Brighton & Hove Albion,27.0,2060.0,1.0,5.0,0.0
2020,19163,J. Murphy,25.0,England,Newcastle United,26.0,1621.0,2.0,3.0,0.0
2020,44912,M. Gillespie,28.0,England,Newcastle United,0.0,0.0,0.0,0.0,0.0
2020,138787,A. Gordon,19.0,England,Everton FC,3.0,87.0,0.0,0.0,0.0
2020,158694,T. Livramento,18.0,England,Chelsea FC,0.0,0.0,0.0,0.0,0.0
2020,104,Carlos Vinícius,25.0,Brazil,Tottenham Hotspur,9.0,304.0,1.0,2.0,0.0
2020,657,K. Tete,25.0,Netherlands,Fulham FC,22.0,1483.0,0.0,3.0,0.0
2020,727,R. Nelson,21.0,England,Arsenal FC,2.0,69.0,0.0,0.0,0.0
2020,899,Andreas Pereira,24.0,Brazil,Manchester United,0.0,0.0,0.0,0.0,0.0
2020,1161,E. Smith Rowe,20.0,England,Arsenal FC,20.0,1448.0,2.0,0.0,0.0
2020,1438,B. Leno,28.0,Germany,Arsenal FC,35.0,3132.0,0.0,0.0,1.0
2020,1455,A. Iwobi,24.0,Nigeria,Everton FC,30.0,1541.0,1.0,0.0,0.0
2020,2729,J. Andersen,24.0,Denmark,Fulham FC,31.0,2730.0,1.0,7.0,1.0
2020,18814,I. Diop,23.0,France,West Ham United,18.0,1378.0,2.0,3.0,0.0
2020,19025,T. Cairney,29.0,Scotland,Fulham FC,10.0,759.0,1.0,2.0,0.0
2020,19032,R. Sessegnon,20.0,England,Tottenham Hotspur,0.0,0.0,0.0,0.0,0.0
2020,19480,H. Reed,25.0,England,Fulham FC,31.0,2250.0,0.0,5.0,0.0
2020,19549,A. Robinson,23.0,USA,Fulham FC,28.0,2161.0,0.0,4.0,1.0
2020,36922,S. van den Berg,19.0,Netherlands,Liverpool FC,0.0,0.0,0.0,0.0,0.0
2020,153066,Fábio Carvalho,18.0,Portugal,Fulham FC,4.0,255.0,1.0,0.0,0.0
2020,161,A. Whiteman,22.0,England,Tottenham Hotspur,0.0,0.0,0.0,0.0,0.0
2020,164,B. Davies,27.0,Wales,Tottenham Hotspur,20.0,1340.0,0.0,1.0,0.0
2020,186,Son Heung-Min,28.0,Korea Republic,Tottenham Hotspur,37.0,3126.0,17.0,0.0,0.0
2020,296,J. Milner,34.0,England,Liverpool FC,26.0,1061.0,0.0,3.0,0.0
2020,739,Sergio Reguilón,24.0,Spain,Tottenham Hotspur,27.0,2249.0,0.0,5.0,0.0
2020,1166,T. Werner,24.0,Germany,Chelsea FC,35.0,2607.0,6.0,2.0,0.0
2020,1469,D. Welbeck,30.0,England,Brighton & Hove Albion,24.0,1546.0,6.0,0.0,0.0
2020,2298,C. Hudson-Odoi,20.0,England,Chelsea FC,23.0,1055.0,2.0,0.0,0.0
2020,2413,Richarlison,23.0,Brazil,Everton FC,34.0,2872.0,7.0,4.0,1.0
2020,2771,O. Aina,24.0,Nigeria,Fulham FC,31.0,2671.0,2.0,3.0,0.0
2020,2938,J. Ward-Prowse,26.0,England,Southampton FC,38.0,3420.0,8.0,5.0,0.0
2020,18932,F. Forster,32.0,England,Southampton FC,8.0,720.0,0.0,0.0,0.0
2020,18973,S. March,26.0,England,Brighton & Hove Albion,21.0,1675.0,2.0,0.0,0.0
2020,138780,N. Williams,19.0,Wales,Liverpool FC,6.0,248.0,0.0,1.0,0.0
2020,138908,E. Anderson,18.0,England,Newcastle United,1.0,3.0,0.0,0.0,0.0
2020,153430,A. Elanga,18.0,Sweden,Manchester United,2.0,156.0,1.0,0.0,0.0
2020,156428,B. Austin,21.0,England,Tottenham Hotspur,0.0,0.0,0.0,0.0,0.0
2020,537,J. Veltman,28.0,Netherlands,Brighton & Hove Albion,28.0,2281.0,1.0,3.0,0.0
2020,2933,B. Chilwell,24.0,England,Chelsea FC,27.0,2290.0,3.0,3.0,0.0
2020,18959,Robert Sánchez,23.0,Spain,Brighton & Hove Albion,27.0,2430.0,0.0,2.0,0.0
2020,18960,J. Steele,30.0,England,Brighton & Hove Albion,0.0,0.0,0.0,0.0,0.0
2020,18963,L. Dunk,29.0,England,Brighton & Hove Albion,33.0,2933.0,5.0,5.0,2.0
2020,19012,M. Bettinelli,28.0,England,Fulham FC,0.0,0.0,0.0,0.0,0.0
2020,19145,T. Adarabioyo,23.0,England,Fulham FC,33.0,2954.0,0.0,1.0,0.0
2020,19192,J. Ramsey,19.0,England,Aston Villa,22.0,618.0,0.0,0.0,0.0
2020,19265,A. Webster,25.0,England,Brighton & Hove Albion,29.0,2595.0,1.0,4.0,0.0
2020,19366,O. Watkins,25.0,England,Aston Villa,37.0,3329.0,14.0,3.0,0.0
2020,19545,R. James,21.0,England,Chelsea FC,32.0,2366.0,1.0,3.0,0.0
2020,116117,M. Caicedo,19.0,Ecuador,Brighton & Hove Albion,0.0,0.0,0.0,0.0,0.0
2020,138815,T. Lamptey,20.0,Ghana,Brighton & Hove Albion,11.0,891.0,1.0,3.0,0.0
2020,138931,J. Philogene,18.0,England,Aston Villa,1.0,0.0,0.0,0.0,0.0
2020,138935,C. Chukwuemeka,17.0,England,Aston Villa,2.0,18.0,0.0,0.0,0.0
2020,152982,C. Palmer,18.0,England,Manchester City,0.0,0.0,0.0,0.0,0.0
2020,49,T. Partey,27.0,Ghana,Arsenal FC,24.0,1535.0,0.0,5.0,0.0
2020,641,O. Zinchenko,24.0,Ukraine,Manchester City,20.0,1474.0,0.0,0.0,0.0
2020,643,Gabriel Jesus,23.0,Brazil,Manchester City,29.0,2060.0,9.0,2.0,0.0
2020,645,R. Sterling,26.0,England,Manchester City,31.0,2537.0,10.0,4.0,0.0
2020,766,R. Olsen,30.0,Sweden,Everton FC,7.0,630.0,0.0,1.0,0.0
2020,978,K. Havertz,21.0,Germany,Chelsea FC,27.0,1521.0,4.0,2.0,0.0
2020,1460,B. Saka,19.0,England,Arsenal FC,32.0,2562.0,5.0,1.0,0.0
2020,2287,R. Barkley,27.0,England,Aston Villa,24.0,1537.0,3.0,0.0,0.0
2020,2289,Jorginho,29.0,Italy,Chelsea FC,28.0,2013.0,7.0,2.0,0.0
2020,2937,D. Rice,21.0,England,West Ham United,32.0,2880.0,2.0,2.0,0.0
2020,19177,K. Hause,25.0,England,Aston Villa,7.0,630.0,1.0,2.0,0.0
2020,19179,T. Mings,27.0,England,Aston Villa,36.0,3195.0,2.0,5.0,0.0
2020,19191,J. McGinn,26.0,Scotland,Aston Villa,37.0,3330.0,3.0,12.0,0.0
2020,19298,M. Cash,23.0,Poland,Aston Villa,28.0,2378.0,0.0,7.0,0.0
2020,19354,E. Konsa,23.0,England,Aston Villa,36.0,3195.0,2.0,3.0,0.0
2020,19599,E. Martínez,28.0,Argentina,Aston Villa,38.0,3420.0,0.0,1.0,0.0
2020,19959,B. White,23.0,England,Brighton & Hove Albion,36.0,3195.0,0.0,4.0,0.0
2020,22224,Gabriel Magalhães,23.0,Brazil,Arsenal FC,23.0,1996.0,2.0,3.0,0.0
2020,37127,M. Ødegaard,22.0,Norway,Arsenal FC,14.0,866.0,1.0,0.0,0.0
2020,127769,Gabriel Martinelli,19.0,Brazil,Arsenal FC,14.0,588.0,2.0,0.0,0.0
2020,44,Rodri,24.0,Spain,Manchester City,34.0,2748.0,2.0,6.0,0.0
2020,280,Alisson Becker,28.0,Brazil,Liverpool FC,33.0,2970.0,1.0,1.0,0.0
2020,283,T. Alexander-Arnold,22.0,England,Liverpool FC,36.0,3033.0,2.0,2.0,0.0
2020,284,J. Gomez,23.0,England,Liverpool FC,7.0,590.0,0.0,0.0,0.0
2020,289,A. Robertson,26.0,Scotland,Liverpool FC,38.0,3386.0,1.0,2.0,0.0
2020,290,V. van Dijk,29.0,Netherlands,Liverpool FC,5.0,371.0,1.0,1.0,0.0
2020,293,C. Jones,19.0,England,Liverpool FC,24.0,1177.0,1.0,2.0,0.0
2020,306,Mohamed Salah,28.0,Egypt,Liverpool FC,37.0,3082.0,22.0,0.0,0.0
2020,626,J. Stones,26.0,England,Manchester City,22.0,1934.0,4.0,0.0,1.0
2020,629,K. De Bruyne,29.0,Belgium,Manchester City,25.0,2001.0,6.0,1.0,0.0
2020,631,P. Foden,20.0,England,Manchester City,28.0,1611.0,9.0,0.0,0.0
2020,633,İ. Gündoğan,30.0,Germany,Manchester City,28.0,2031.0,13.0,1.0,0.0
2020,636,Bernardo Silva,26.0,Portugal,Manchester City,26.0,2071.0,2.0,5.0,0.0
2020,1117,K. Tierney,23.0,Scotland,Arsenal FC,27.0,2301.0,1.0,4.0,0.0
2020,1600,K. Tsimikas,24.0,Greece,Liverpool FC,2.0,5.0,0.0,0.0,0.0
2020,2291,M. Kovačić,26.0,Croatia,Chelsea FC,27.0,1820.0,0.0,4.0,0.0
2020,2678,Diogo Jota,24.0,Portugal,Liverpool FC,19.0,1112.0,9.0,2.0,0.0
2020,6716,A. Mac Allister,22.0,Argentina,Brighton & Hove Albion,21.0,1116.0,1.0,1.0,0.0
2020,18861,N. Aké,25.0,Netherlands,Manchester City,10.0,797.0,1.0,4.0,0.0
2020,19187,J. Grealish,25.0,England,Aston Villa,26.0,2184.0,6.0,6.0,0.0
2020,158,P. Gazzaniga,28.0,Argentina,Tottenham Hotspur,0.0,0.0,0.0,0.0,0.0
2020,517,J. Rodríguez,29.0,Colombia,Everton FC,23.0,1776.0,6.0,4.0,0.0
2020,547,D. van de Beek,23.0,Netherlands,Manchester United,19.0,512.0,1.0,1.0,0.0
2020,617,Ederson,27.0,Brazil,Manchester City,36.0,3240.0,0.0,3.0,0.0
2020,627,K. Walker,30.0,England,Manchester City,24.0,1946.0,1.0,1.0,0.0
2020,886,Diogo Dalot,21.0,Portugal,Manchester United,0.0,0.0,0.0,0.0,0.0
2020,891,L. Shaw,25.0,England,Manchester United,32.0,2655.0,1.0,8.0,0.0
2020,1826,S. Haller,26.0,Côte d'Ivoire,West Ham United,16.0,934.0,3.0,0.0,0.0
2020,2278,Marcos Alonso,30.0,Spain,Chelsea FC,13.0,960.0,2.0,2.0,0.0
2020,18895,F. Lejeune,29.0,France,Newcastle United,0.0,0.0,0.0,0.0,0.0
2020,18896,Javier Manquillo,26.0,Spain,Newcastle United,13.0,826.0,0.0,1.0,0.0
2020,18949,Oriol Romeu,29.0,Spain,Southampton FC,21.0,1767.0,1.0,6.0,0.0
2020,19172,Ø. Nyland,30.0,Norway,Aston Villa,0.0,0.0,0.0,0.0,0.0
2020,19197,S. Carson,35.0,England,Manchester City,1.0,90.0,0.0,0.0,0.0
2020,47324,Sandro Ramírez,25.0,Spain,Everton FC,0.0,0.0,0.0,0.0,0.0
2020,171,K. Walker-Peters,23.0,England,Southampton FC,30.0,2649.0,0.0,4.0,0.0
2020,175,E. Dier,26.0,England,Tottenham Hotspur,28.0,2520.0,0.0,3.0,0.0
2020,184,H. Kane,27.0,England,Tottenham Hotspur,35.0,3087.0,23.0,1.0,0.0
2020,295,A. Lallana,32.0,England,Brighton & Hove Albion,30.0,1588.0,1.0,0.0,0.0
2020,889,V. Lindelöf,26.0,Sweden,Manchester United,29.0,2586.0,1.0,0.0,0.0
2020,1464,G. Xhaka,28.0,Switzerland,Arsenal FC,31.0,2522.0,1.0,7.0,1.0
2020,2935,H. Maguire,27.0,England,Manchester United,34.0,3048.0,2.0,11.0,0.0
2020,2999,J. Bednarek,24.0,Poland,Southampton FC,36.0,3104.0,1.0,5.0,1.0
2020,18873,R. Fraser,26.0,Scotland,Newcastle United,18.0,925.0,0.0,1.0,0.0
2020,18935,A. McCarthy,31.0,England,Southampton FC,30.0,2700.0,0.0,2.0,0.0
2020,18940,J. Stephens,26.0,England,Southampton FC,18.0,1538.0,0.0,2.0,0.0
2020,18947,M. Lemina,27.0,Gabon,Fulham FC,28.0,1704.0,1.0,5.0,0.0
2020,130421,W. Smallbone,20.0,Republic of Ireland,Southampton FC,3.0,173.0,0.0,0.0,0.0
2020,144732,T. Doyle,19.0,England,Manchester City,0.0,0.0,0.0,0.0,0.0
2020,231029,N. Tella,21.0,Nigeria,Southampton FC,18.0,741.0,1.0,2.0,0.0
2020,1440,R. Holding,25.0,England,Arsenal FC,30.0,2557.0,0.0,2.0,0.0
2020,1468,E. Nketiah,21.0,England,Arsenal FC,17.0,413.0,2.0,0.0,0.0
2020,17597,D. O&apos;Shea,21.0,Republic of Ireland,West Bromwich Albion,28.0,2102.0,0.0,3.0,0.0
2020,18742,M. Doherty,28.0,Republic of Ireland,Tottenham Hotspur,17.0,1238.0,0.0,3.0,0.0
2020,18823,B. Johnson,20.0,England,West Ham United,14.0,519.0,1.0,1.0,0.0
2020,19136,J. Clarke,20.0,England,Tottenham Hotspur,0.0,0.0,0.0,0.0,0.0
2020,19143,S. Johnstone,27.0,England,West Bromwich Albion,37.0,3330.0,0.0,1.0,0.0
2020,19147,C. Dawson,30.0,England,West Ham United,22.0,1926.0,3.0,4.0,0.0
2020,19152,C. Townsend,27.0,England,West Bromwich Albion,25.0,2235.0,0.0,0.0,0.0
2020,19182,A. Tuanzebe,23.0,Congo DR,Manchester United,9.0,399.0,0.0,2.0,0.0
2020,19541,C. Walton,25.0,England,Brighton & Hove Albion,0.0,0.0,0.0,0.0,0.0
2020,126791,N. Broadhead,22.0,Wales,Everton FC,1.0,2.0,0.0,0.0,0.0
2020,161948,L. Delap,17.0,England,Manchester City,1.0,39.0,0.0,0.0,0.0
2020,182,H. Winks,24.0,England,Tottenham Hotspur,15.0,860.0,0.0,5.0,0.0
2020,895,J. Garner,19.0,England,Manchester United,0.0,0.0,0.0,0.0,0.0
2020,2932,J. Pickford,26.0,England,Everton FC,31.0,2743.0,0.0,1.0,0.0
2020,2934,M. Keane,27.0,England,Everton FC,35.0,2990.0,3.0,4.0,0.0
2020,17661,J. Branthwaite,18.0,England,Everton FC,0.0,0.0,0.0,0.0,0.0
2020,18755,João Virgínia,21.0,Portugal,Everton FC,1.0,47.0,0.0,0.0,0.0
2020,18758,S. Coleman,32.0,Republic of Ireland,Everton FC,25.0,1612.0,0.0,0.0,0.0
2020,18766,D. Calvert-Lewin,23.0,England,Everton FC,33.0,2876.0,16.0,3.0,0.0
2020,18805,A. Doucouré,27.0,Mali,Everton FC,29.0,2452.0,2.0,6.0,0.0
2020,19004,B. De Cordova-Reid,27.0,Jamaica,Fulham FC,33.0,2381.0,5.0,7.0,0.0
2020,284500,T. Iroegbunam,17.0,England,West Bromwich Albion,0.0,0.0,0.0,0.0,0.0
2020,17,C. Pulišić,22.0,USA,Chelsea FC,27.0,1735.0,4.0,2.0,0.0
2020,877,M. Kean,20.0,Italy,Everton FC,2.0,13.0,0.0,0.0,0.0
2020,904,P. Pogba,27.0,France,Manchester United,26.0,1896.0,3.0,3.0,0.0
2020,909,M. Rashford,23.0,England,Manchester United,37.0,2927.0,11.0,4.0,0.0
2020,1454,M. Guendouzi,21.0,France,Arsenal FC,0.0,0.0,0.0,0.0,0.0
2020,2292,R. Loftus-Cheek,24.0,England,Fulham FC,30.0,1912.0,1.0,3.0,0.0
2020,2741,M. Ryan,28.0,Australia,Arsenal FC,3.0,270.0,0.0,0.0,0.0
2020,18943,J. Vestergaard,28.0,Denmark,Southampton FC,30.0,2574.0,3.0,3.0,1.0
2020,19185,K. Davis,22.0,England,Aston Villa,15.0,264.0,1.0,0.0,0.0
2020,19194,T. Abraham,23.0,England,Chelsea FC,22.0,1035.0,6.0,0.0,0.0
2020,19209,F. Tomori,23.0,England,Chelsea FC,1.0,44.0,0.0,0.0,0.0
2020,19220,M. Mount,21.0,England,Chelsea FC,36.0,2891.0,6.0,2.0,0.0
2020,19524,C. Adams,24.0,Scotland,Southampton FC,36.0,2675.0,9.0,1.0,0.0
2020,47522,Douglas Luiz,22.0,Brazil,Aston Villa,33.0,2790.0,0.0,9.0,0.0
2020,157997,A. Diallo,18.0,Côte d'Ivoire,Manchester United,3.0,167.0,0.0,0.0,0.0
2020,294,N. Keïta,25.0,Guinea,Liverpool FC,10.0,524.0,0.0,1.0,0.0
2020,637,F. Nmecha,20.0,Germany,Manchester City,0.0,0.0,0.0,0.0,0.0
2020,882,David de Gea,30.0,Spain,Manchester United,26.0,2296.0,0.0,0.0,0.0
2020,903,S. McTominay,24.0,Scotland,Manchester United,32.0,2125.0,4.0,3.0,0.0
2020,1442,S. Kolašinac,27.0,Bosnia and Herzegovina,Arsenal FC,1.0,90.0,0.0,0.0,0.0
2020,3406,F. Anguissa,25.0,Cameroon,Fulham FC,36.0,2587.0,0.0,6.0,0.0
2020,18767,A. Lookman,23.0,Nigeria,Fulham FC,34.0,2756.0,4.0,5.0,0.0
2020,18881,J. King,28.0,Norway,Everton FC,11.0,137.0,0.0,0.0,0.0
2020,18964,Bernardo,25.0,Brazil,Brighton & Hove Albion,3.0,204.0,0.0,0.0,0.0
2020,18970,P. Groß,29.0,Germany,Brighton & Hove Albion,34.0,2482.0,3.0,3.0,0.0
2020,19073,B. Godfrey,22.0,England,Everton FC,31.0,2683.0,0.0,4.0,0.0
2020,26300,O. Kabak,20.0,Türkiye,Liverpool FC,9.0,803.0,0.0,3.0,0.0
2020,130423,B. Gilmour,19.0,Scotland,Chelsea FC,5.0,260.0,0.0,0.0,0.0
2020,156490,N. Nkounkou,20.0,France,Everton FC,2.0,81.0,0.0,1.0,0.0
2020,628,Adrián Bernabé,19.0,Spain,Manchester City,0.0,0.0,0.0,0.0,0.0
2020,662,T. Ndombélé,24.0,France,Tottenham Hotspur,33.0,2108.0,3.0,3.0,0.0
2020,897,M. Greenwood,19.0,England,Manchester United,31.0,1825.0,7.0,2.0,0.0
2020,902,N. Matić,32.0,Serbia,Manchester United,20.0,1099.0,0.0,2.0,0.0
2020,1101,T. Minamino,25.0,Japan,Southampton FC,10.0,717.0,2.0,1.0,0.0
2020,1456,A. Maitland-Niles,23.0,England,West Bromwich Albion,15.0,1233.0,0.0,2.0,0.0
2020,1467,A. Lacazette,29.0,France,Arsenal FC,31.0,1930.0,13.0,3.0,0.0
2020,1914,M. Sanson,26.0,France,Aston Villa,9.0,291.0,0.0,3.0,0.0
2020,3240,J. Gbamin,25.0,Côte d'Ivoire,Everton FC,1.0,11.0,0.0,0.0,0.0
2020,18765,André Gomes,27.0,Portugal,Everton FC,28.0,1568.0,0.0,3.0,0.0
2020,19361,S. Benrahma,25.0,Algeria,West Ham United,30.0,1388.0,1.0,0.0,0.0
2020,19364,N. Maupay,24.0,France,Brighton & Hove Albion,33.0,2519.0,8.0,1.0,1.0
2020,19546,C. Kipré,24.0,Côte d'Ivoire,West Bromwich Albion,0.0,0.0,0.0,0.0,0.0
2020,21636,F. Guilbert,26.0,France,Aston Villa,0.0,0.0,0.0,0.0,0.0
2020,46792,Pablo Marí,27.0,Spain,Arsenal FC,10.0,900.0,0.0,2.0,0.0
2020,47480,M. Salisu,21.0,Ghana,Southampton FC,12.0,841.0,0.0,1.0,0.0
2020,145476,R. Khadra,19.0,Germany,Brighton & Hove Albion,1.0,4.0,0.0,0.0,0.0
2020,176,É. Lamela,28.0,Argentina,Tottenham Hotspur,23.0,705.0,1.0,5.0,0.0
2020,274,E. Cavani,33.0,Uruguay,Manchester United,26.0,1368.0,10.0,4.0,0.0
2020,292,J. Henderson,30.0,England,Liverpool FC,21.0,1707.0,1.0,0.0,0.0
2020,884,S. Romero,33.0,Argentina,Manchester United,0.0,0.0,0.0,0.0,0.0
2020,901,Juan Mata,32.0,Spain,Manchester United,9.0,510.0,1.0,0.0,0.0
2020,908,A. Martial,25.0,France,Manchester United,22.0,1487.0,4.0,0.0,1.0
2020,2294,Willian,32.0,Brazil,Arsenal FC,25.0,1406.0,1.0,0.0,0.0
2020,2473,M. Lanzini,27.0,Argentina,West Ham United,17.0,558.0,1.0,1.0,0.0
2020,18893,F. Fernández,31.0,Argentina,Newcastle United,24.0,2083.0,0.0,4.0,0.0
2020,19016,C. Chambers,25.0,England,Arsenal FC,10.0,752.0,0.0,0.0,0.0
2020,19043,T. Kongolo,26.0,Netherlands,Fulham FC,1.0,90.0,0.0,0.0,0.0
2020,70078,F. Pellistri,19.0,Uruguay,Manchester United,0.0,0.0,0.0,0.0,0.0
2020,138777,T. Anjorin,19.0,England,Chelsea FC,0.0,0.0,0.0,0.0,0.0
2020,138786,E. Simms,19.0,England,Everton FC,0.0,0.0,0.0,0.0,0.0
2020,153434,W. Fish,17.0,England,Manchester United,1.0,0.0,0.0,0.0,0.0
2020,163054,S. Shoretire,16.0,England,Manchester United,2.0,9.0,0.0,0.0,0.0
2020,17715,S. Alzate,22.0,Colombia,Brighton & Hove Albion,15.0,897.0,1.0,2.0,0.0
2020,18942,Y. Valery,21.0,Tunisia,Southampton FC,3.0,101.0,0.0,0.0,0.0
2020,19015,J. Bryan,27.0,England,Fulham FC,16.0,662.0,1.0,2.0,0.0
2020,19155,K. Edwards,22.0,England,West Bromwich Albion,5.0,113.0,0.0,0.0,0.0
