season,player_id,player_name,age,nationality,team,games_played,minutes,goals,assists,yellow_cards,red_cards
2018,2275,W. Caballero,42,Argentina,Chelsea,2.0,180.0,0.0,,0.0,0.0
2018,2296,E. Hazard,32,Belgium,Chelsea,37.0,2926.0,16.0,15.0,2.0,0.0
2018,2921,M. Dembélé,35,Belgium,Tottenham,10.0,516.0,0.0,,1.0,0.0
2018,3398,G. Bong,34,Cameroon,Brighton,22.0,1805.0,0.0,,0.0,0.0
2018,18773,C. Fuchs,37,Austria,Leicester,3.0,206.0,0.0,,0.0,0.0
2018,18789,Gomes,40,Brazil,Watford,0.0,0.0,0.0,,0.0,0.0
2018,18878,J. Stanislas,34,England,Bournemouth,23.0,1027.0,2.0,3.0,1.0,0.0
2018,18923,S. Defour,33,Belgium,Burnley,6.0,452.0,0.0,,0.0,0.0
2018,18980,J. Izquierdo,30,Colombia,Brighton,15.0,794.0,0.0,1.0,1.0,0.0
2018,18984,Brian Edward Murphy,40,Republic of Ireland,Cardiff,0.0,0.0,0.0,,0.0,0.0
2018,18986,S. Bamba,37,Côte d'Ivoire,Cardiff,28.0,2475.0,4.0,1.0,7.0,0.0
2018,18988,Matthew Connolly,32,England,Cardiff,0.0,0.0,0.0,,0.0,0.0
2018,19021,Håvard Nordtveit,32,Norway,Fulham,5.0,361.0,0.0,1.0,0.0,0.0
2018,19050,A. Mooy,33,Australia,Huddersfield,29.0,2327.0,3.0,1.0,4.0,0.0
2018,19054,Daniel Williams,31,USA,Huddersfield,5.0,93.0,0.0,,1.0,0.0
2018,19747,C. Quaner,30,Germany,Huddersfield,2.0,37.0,0.0,,0.0,0.0
2018,25454,M. Suttner,35,Austria,Brighton,0.0,0.0,0.0,,0.0,0.0
2018,82983,Frédéric Gounongbe,30,Benin,Cardiff,,,,,,
2018,167,D. Rose,32,England,Tottenham,26.0,1798.0,0.0,3.0,5.0,0.0
2018,308,Daniel Andre Sturridge,33,England,Liverpool,18.0,496.0,2.0,1.0,1.0,0.0
2018,630,F. Delph,33,England,Manchester City,11.0,725.0,0.0,1.0,1.0,1.0
2018,888,P. Jones,31,England,Manchester United,18.0,1263.0,0.0,1.0,1.0,0.0
2018,893,A. Valencia,36,Ecuador,Manchester United,6.0,466.0,0.0,,2.0,0.0
2018,1758,J. Defoe,40,England,Bournemouth,4.0,21.0,0.0,,0.0,0.0
2018,2281,G. Cahill,37,England,Chelsea,2.0,22.0,0.0,,0.0,0.0
2018,2288,D. Drinkwater,32,England,Chelsea,0.0,0.0,0.0,,0.0,0.0
2018,18757,L. Baines,37,England,Everton,6.0,376.0,0.0,,0.0,0.0
2018,18759,P. Jagielka,41,England,Everton,7.0,329.0,1.0,,0.0,1.0
2018,18769,T. Walcott,34,England,Everton,37.0,2122.0,5.0,2.0,1.0,0.0
2018,18791,B. Foster,40,England,Watford,38.0,3420.0,0.0,,1.0,0.0
2018,18795,José Holebas,37,Greece,Watford,28.0,2394.0,3.0,6.0,12.0,1.0
2018,18801,S. Prödl,34,Austria,Watford,1.0,13.0,0.0,,0.0,0.0
2018,18804,T. Cleverley,34,England,Watford,13.0,470.0,1.0,,2.0,0.0
2018,18829,Jack Wilshere,30,England,West Ham,8.0,389.0,0.0,1.0,2.0,0.0
2018,18925,A. Lennon,35,England,Burnley,16.0,1217.0,1.0,1.0,1.0,0.0
2018,18928,P. Crouch,40,England,Burnley,6.0,86.0,0.0,,1.0,0.0
2018,18936,R. Bertrand,34,England,Southampton,24.0,2160.0,1.0,,8.0,0.0
2018,19020,Alfie Mawson,29,England,Fulham,15.0,1131.0,0.0,,2.0,0.0
2018,1443,Laurent Koscielny,37,France,Arsenal,17.0,1328.0,3.0,,1.0,0.0
2018,1749,S. Davis,39,Northern Ireland,Southampton,3.0,96.0,0.0,1.0,0.0,0.0
2018,12753,M. Fellaini,37,Belgium,Manchester United,14.0,744.0,0.0,1.0,1.0,0.0
2018,18001,R. Schofield,25,England,Huddersfield,0.0,0.0,0.0,,0.0,0.0
2018,18793,C. Cathcart,34,Northern Ireland,Watford,36.0,3099.0,3.0,,2.0,0.0
2018,18825,Samir Nasri,34,France,West Ham,5.0,246.0,0.0,2.0,0.0,0.0
2018,18838,Joe Daniel Tupper,25,England,Crystal Palace,0.0,0.0,0.0,,0.0,0.0
2018,18840,M. Kelly,34,England,Crystal Palace,13.0,1110.0,0.0,,2.0,0.0
2018,18841,P. Souaré,34,Senegal,Crystal Palace,1.0,0.0,0.0,,0.0,0.0
2018,18856,B. Sako,35,Mali,Crystal Palace,4.0,25.0,0.0,,0.0,0.0
2018,18874,D. Gosling,34,England,Bournemouth,25.0,1737.0,2.0,1.0,8.0,0.0
2018,18882,L. Mousset,27,France,Bournemouth,24.0,345.0,1.0,,1.0,0.0
2018,18922,J. Cork,35,England,Burnley,37.0,3313.0,1.0,2.0,6.0,0.0
2018,18985,A. Smithies,34,England,Cardiff,0.0,0.0,0.0,,0.0,0.0
2018,18994,L. Peltier,38,England,Cardiff,20.0,1542.0,0.0,,4.0,0.0
2018,19005,K. Zohorè,30,Denmark,Cardiff,19.0,746.0,1.0,1.0,1.0,0.0
2018,19034,R. Babel,38,Netherlands,Fulham,16.0,1260.0,5.0,3.0,3.0,0.0
2018,19040,E. Durm,32,Germany,Huddersfield,28.0,2052.0,0.0,1.0,0.0,0.0
2018,30816,S. Okaka,34,Italy,Watford,2.0,22.0,0.0,,1.0,0.0
2018,87077,Patrice Evra,37,France,West Ham,,,,,,
2018,114,Adrien Silva,35,Portugal,Leicester,2.0,88.0,0.0,,0.0,0.0
2018,172,D. Alli,28,England,Tottenham,25.0,1835.0,5.0,3.0,4.0,0.0
2018,286,J. Matip,33,Cameroon,Liverpool,22.0,1532.0,1.0,,3.0,0.0
2018,1972,L. Karius,31,Germany,Liverpool,0.0,0.0,0.0,,0.0,0.0
2018,2700,A. Jahanbakhsh,31,Iran,Brighton,19.0,1022.0,0.0,,2.0,0.0
2018,2991,C. Kouyaté,35,Senegal,Crystal Palace,31.0,1897.0,0.0,2.0,3.0,0.0
2018,18777,M. Albrighton,35,England,Leicester,27.0,1626.0,2.0,2.0,3.0,0.0
2018,18787,S. Okazaki,38,Japan,Leicester,21.0,269.0,0.0,1.0,0.0,0.0
2018,18815,R. Fredericks,32,England,West Ham,15.0,1085.0,1.0,,5.0,0.0
2018,18836,W. Hennessey,37,Wales,Crystal Palace,18.0,1575.0,0.0,,0.0,0.0
2018,18844,J. Tomkins,35,England,Crystal Palace,29.0,2563.0,1.0,1.0,6.0,0.0
2018,18891,C. Clark,35,Republic of Ireland,Newcastle,11.0,857.0,3.0,,1.0,0.0
2018,18892,P. Dummett,33,Wales,Newcastle,26.0,1986.0,0.0,,1.0,0.0
2018,18908,J. Hart,37,England,Burnley,19.0,1710.0,0.0,,0.0,0.0
2018,18924,J. Hendrick,32,Republic of Ireland,Burnley,32.0,2069.0,3.0,,4.0,0.0
2018,18975,D. Pröpper,33,Netherlands,Brighton,30.0,2551.0,1.0,1.0,2.0,0.0
2018,18992,S. Morrison,33,England,Cardiff,34.0,3040.0,1.0,3.0,6.0,0.0
2018,19017,C. Christie,32,Republic of Ireland,Fulham,28.0,1943.0,0.0,1.0,7.0,0.0
2018,19056,L. Depoitre,36,Belgium,Huddersfield,23.0,1059.0,0.0,1.0,1.0,0.0
2018,19246,R. van La Parra,33,Netherlands,Huddersfield,5.0,407.0,0.0,,0.0,0.0
2018,163,S. Aurier,32,Côte d'Ivoire,Tottenham,8.0,564.0,0.0,2.0,1.0,0.0
2018,165,T. Eyoma,24,England,Tottenham,0.0,0.0,0.0,,0.0,0.0
2018,190,Cédric Soares,33,Portugal,Southampton,18.0,1494.0,1.0,2.0,4.0,0.0
2018,614,C. Bravo,41,Chile,Manchester City,0.0,0.0,0.0,,0.0,0.0
2018,1450,S. Papastathopoulos,36,Greece,Arsenal,25.0,2199.0,1.0,2.0,12.0,0.0
2018,18738,R. Bennett,34,England,Wolves,34.0,3060.0,1.0,,12.0,0.0
2018,18808,T. Deeney,36,England,Watford,32.0,2548.0,9.0,5.0,4.0,1.0
2018,18822,N. Holland,26,England,West Ham,0.0,0.0,0.0,,0.0,0.0
2018,18845,P. van Aanholt,34,Netherlands,Crystal Palace,36.0,3198.0,3.0,2.0,3.0,0.0
2018,18857,C. Wickham,31,England,Crystal Palace,6.0,61.0,0.0,1.0,0.0,0.0
2018,18876,J. Ibe,29,England,Bournemouth,19.0,795.0,1.0,1.0,1.0,0.0
2018,18880,K. Taylor,25,England,Bournemouth,0.0,0.0,0.0,,0.0,0.0
2018,18972,A. Knockaert,33,France,Brighton,30.0,1832.0,2.0,6.0,4.0,1.0
2018,18996,H. Arter,35,Republic of Ireland,Cardiff,25.0,2008.0,0.0,1.0,10.0,0.0
2018,18999,L. Damour,33,France,Cardiff,2.0,21.0,0.0,,0.0,0.0
2018,19000,K. Harris,31,England,Cardiff,13.0,366.0,1.0,,1.0,0.0
2018,19011,Fabri,37,Spain,Fulham,2.0,180.0,0.0,,0.0,0.0
2018,19018,T. Fosu-Mensah,26,Netherlands,Fulham,12.0,795.0,0.0,,3.0,0.0
2018,19044,C. Löwe,35,Germany,Huddersfield,29.0,2056.0,0.0,2.0,2.0,0.0
2018,19045,C. Schindler,34,Germany,Huddersfield,37.0,3262.0,1.0,,5.0,0.0
2018,2777,I. Success,28,Nigeria,Watford,30.0,1037.0,1.0,1.0,4.0,0.0
2018,3421,D. Amartey,30,Ghana,Leicester,9.0,640.0,0.0,,2.0,0.0
2018,18763,J. McCarthy,34,Republic of Ireland,Everton,1.0,14.0,0.0,,0.0,0.0
2018,18764,M. Schneiderlin,35,France,Everton,14.0,833.0,0.0,1.0,2.0,0.0
2018,18775,D. Simpson,37,England,Leicester,6.0,291.0,0.0,,0.0,0.0
2018,18802,É. Capoue,36,France,Watford,33.0,2947.0,1.0,3.0,14.0,1.0
2018,18848,S. Woods,26,England,Crystal Palace,0.0,0.0,0.0,,0.0,0.0
2018,18852,L. Milivojević,33,Serbia,Crystal Palace,38.0,3420.0,12.0,2.0,10.0,0.0
2018,18875,E. Hyndman,28,USA,Bournemouth,1.0,37.0,0.0,,0.0,0.0
2018,18978,F. Andone,31,Romania,Brighton,23.0,874.0,3.0,,5.0,0.0
2018,18981,J. Locadia,31,Curaçao,Brighton,26.0,1227.0,2.0,,1.0,0.0
2018,18995,J. Richards,33,Wales,Cardiff,4.0,128.0,0.0,,0.0,0.0
2018,19009,O. Niasse,34,Senegal,Cardiff,13.0,940.0,0.0,,0.0,0.0
2018,19029,K. McDonald,36,Scotland,Fulham,15.0,842.0,0.0,,5.0,0.0
2018,19039,D. Duhaney,26,England,Huddersfield,1.0,46.0,0.0,,0.0,0.0
2018,19053,A. Sabiri,28,Morocco,Huddersfield,2.0,49.0,0.0,,0.0,0.0
2018,19386,R. Aarons,29,Jamaica,Newcastle,0.0,0.0,0.0,,0.0,0.0
2018,50291,Mohamed Ismail,33,United Arab Emirates,Shabab Al Ahli Dubai,0.0,0.0,0.0,,0.0,0.0
2018,50298,Salmin Khamis,33,United Arab Emirates,Shabab Al Ahli Dubai,0.0,0.0,0.0,,0.0,0.0
2018,50302,Saud Abdelrazaq,26,United Arab Emirates,Shabab Al Ahli Dubai,0.0,0.0,0.0,,0.0,0.0
2018,1452,Mohamed Elneny,32,Egypt,Arsenal,8.0,381.0,0.0,,0.0,0.0
2018,3125,I. Cissé,30,Guinea,Fulham,3.0,87.0,0.0,,0.0,0.0
2018,17585,C. Roberts,27,England,Newcastle,0.0,0.0,0.0,,0.0,0.0
2018,18743,C. John,25,England,Wolves,0.0,0.0,0.0,,0.0,0.0
2018,18754,M. Hewelt,28,Poland,Everton,0.0,0.0,0.0,,0.0,0.0
2018,18798,A. Mariappa,38,Jamaica,Watford,26.0,1921.0,0.0,,3.0,0.0
2018,18937,T. Johnson,26,England,Southampton,1.0,0.0,0.0,,0.0,0.0
2018,18983,N. Etheridge,34,Philippines,Cardiff,38.0,3420.0,0.0,,2.0,0.0
2018,19027,N. Kebano,32,Congo DR,Fulham,7.0,103.0,0.0,,0.0,0.0
2018,19028,L. Marković,30,Serbia,Fulham,1.0,44.0,0.0,,0.0,0.0
2018,19107,G. Madine,34,England,Cardiff,5.0,32.0,0.0,,0.0,0.0
2018,30462,M. Gabbiadini,33,Italy,Southampton,12.0,470.0,1.0,,0.0,0.0
2018,50284,Majed Naser,40,United Arab Emirates,Shabab Al Ahli Dubai,0.0,0.0,0.0,,0.0,0.0
2018,50290,Mohammed Marzooq,35,United Arab Emirates,Shabab Al Ahli Dubai,0.0,0.0,0.0,,0.0,0.0
2018,50297,Abdelaziz Alkaabi,26,United Arab Emirates,Shabab Al Ahli Dubai,0.0,0.0,0.0,,0.0,0.0
2018,50308,Marwan Fahad,25,United Arab Emirates,Shabab Al Ahli Dubai,0.0,0.0,0.0,,0.0,0.0
2018,50309,Waleed Hussain,32,United Arab Emirates,Shabab Al Ahli Dubai,0.0,0.0,0.0,,0.0,0.0
2018,68124,N. Tavares,25,Croatia,Crystal Palace,0.0,0.0,0.0,,0.0,0.0
2018,68125,L. Dreher,26,England,Crystal Palace,1.0,0.0,0.0,,0.0,0.0
2018,73822,Marcelo Djaló,31,Guinea-Bissau,Fulham,0.0,0.0,0.0,,0.0,0.0
2018,17711,A. Koiki,25,England,Burnley,0.0,0.0,0.0,,0.0,0.0
2018,17794,J. Powell,26,England,West Ham,0.0,0.0,0.0,,0.0,0.0
2018,18820,C. Coventry,24,Republic of Ireland,West Ham,0.0,0.0,0.0,,0.0,0.0
2018,18842,M. Sakho,34,France,Crystal Palace,27.0,2417.0,0.0,,2.0,0.0
2018,18871,M. Butcher,27,England,Bournemouth,0.0,0.0,0.0,,0.0,0.0
2018,18920,J. Benson,25,England,Burnley,0.0,0.0,0.0,,0.0,0.0
2018,18939,K. Ramsay,24,England,Southampton,1.0,90.0,0.0,,0.0,0.0
2018,18991,B. Ecuele Manga,36,Gabon,Cardiff,38.0,3375.0,0.0,1.0,0.0,0.0
2018,19006,R. Healey,30,England,Cardiff,3.0,49.0,0.0,,0.0,0.0
2018,19010,D. Ward,34,England,Cardiff,14.0,440.0,1.0,,0.0,0.0
2018,19024,S. Sessegnon,24,England,Fulham,0.0,0.0,0.0,,0.0,0.0
2018,19033,F. Ayité,36,Togo,Fulham,16.0,465.0,1.0,,0.0,0.0
2018,19037,J. Coleman,29,England,Huddersfield,1.0,90.0,0.0,,0.0,0.0
2018,19049,J. Hogg,36,England,Huddersfield,29.0,2377.0,0.0,1.0,8.0,1.0
2018,19058,E. Kachunga,32,Congo DR,Huddersfield,20.0,1181.0,0.0,,2.0,0.0
2018,19208,S. Malone,33,England,Huddersfield,0.0,0.0,0.0,,0.0,0.0
2018,19513,S. Vokes,35,Wales,Burnley,20.0,913.0,3.0,,0.0,0.0
2018,19728,M. Pennington,30,England,Everton,0.0,0.0,0.0,,0.0,0.0
2018,38700,S. Kaikai,29,Sierra Leone,Crystal Palace,0.0,0.0,0.0,,0.0,0.0
2018,68127,K. Watts,25,England,Newcastle,0.0,0.0,0.0,,0.0,0.0
2018,1441,C. Jenkinson,32,England,Arsenal,3.0,166.0,0.0,,0.0,0.0
2018,1446,Z. Medley,24,England,Arsenal,0.0,0.0,0.0,,0.0,0.0
2018,2484,Y. Mina,30,Colombia,Everton,13.0,890.0,1.0,,3.0,0.0
2018,2500,F. Balbuena,33,Paraguay,West Ham,23.0,2014.0,1.0,,2.0,0.0
2018,2724,L. Digne,31,France,Everton,35.0,2966.0,4.0,4.0,5.0,1.0
2018,2735,P. Højbjerg,29,Denmark,Southampton,31.0,2764.0,4.0,3.0,8.0,1.0
2018,2795,G. Sigurðsson,35,Iceland,Everton,38.0,3134.0,13.0,6.0,3.0,0.0
2018,16821,Ramadan Sobhi,27,Egypt,Huddersfield,4.0,75.0,0.0,,0.0,0.0
2018,18807,Domingos Quina,25,Portugal,Watford,8.0,335.0,1.0,,0.0,0.0
2018,18851,M. Meyer,29,Germany,Crystal Palace,29.0,1414.0,1.0,2.0,3.0,0.0
2018,18913,A. Glennon,25,England,Burnley,0.0,0.0,0.0,,0.0,0.0
2018,18930,M. Vydra,32,Czechia,Burnley,13.0,311.0,1.0,1.0,1.0,0.0
2018,18931,C. Wood,33,New Zealand,Burnley,38.0,2595.0,10.0,2.0,2.0,0.0
2018,18952,C. Austin,35,England,Southampton,25.0,980.0,2.0,2.0,1.0,0.0
2018,18968,Y. Bissouma,28,Mali,Brighton,28.0,1769.0,0.0,,5.0,0.0
2018,18976,M. Sanders,25,England,Brighton,0.0,0.0,0.0,,0.0,0.0
2018,18990,G. Cunningham,33,Republic of Ireland,Cardiff,7.0,630.0,0.0,,3.0,0.0
2018,19048,M. Daly,23,England,Huddersfield,2.0,73.0,0.0,,0.0,0.0
2018,19060,A. Rowe,24,England,Huddersfield,2.0,69.0,0.0,,0.0,0.0
2018,68126,L. Cass,24,England,Newcastle,0.0,0.0,0.0,,0.0,0.0
2018,305,D. Origi,29,Belgium,Liverpool,12.0,366.0,3.0,1.0,0.0,0.0
2018,2716,R. SaÃ¯ss,34,Morocco,Wolves,19.0,1144.0,2.0,,7.0,0.0
2018,2727,J. LÃ¶ssl,35,Denmark,Huddersfield,31.0,2777.0,0.0,1.0,1.0,0.0
2018,2792,A. Gunnarsson,35,Iceland,Cardiff,28.0,2274.0,1.0,1.0,5.0,0.0
2018,18800,Marc Navarro,29,Spain,Watford,2.0,84.0,0.0,,0.0,0.0
2018,18831,A. Carroll,35,England,West Ham,12.0,454.0,0.0,,2.0,0.0
2018,18834,A. Yarmolenko,35,Ukraine,West Ham,9.0,459.0,2.0,,2.0,0.0
2018,18868,J. Simpson,28,England,Bournemouth,6.0,403.0,0.0,,0.0,0.0
2018,18877,N. Ofoborh,25,Nigeria,Bournemouth,0.0,0.0,0.0,,0.0,0.0
2018,18907,Joselu,34,Spain,Newcastle,16.0,586.0,2.0,,1.0,0.0
2018,18946,M. Elyounoussi,30,Norway,Southampton,16.0,790.0,0.0,,0.0,0.0
2018,18950,J. Sims,27,England,Southampton,7.0,209.0,0.0,1.0,0.0,0.0
2018,18958,D. Button,35,England,Brighton,4.0,360.0,0.0,,0.0,0.0
2018,18971,B. Kayal,36,Israel,Brighton,18.0,934.0,1.0,1.0,4.0,0.0
2018,19014,Sergio Rico,31,Spain,Fulham,29.0,2610.0,0.0,,1.0,0.0
2018,19057,A. Diakhaby,28,France,Huddersfield,12.0,551.0,0.0,,1.0,0.0
2018,19917,K. Sterling,26,England,Tottenham,0.0,0.0,0.0,,0.0,0.0
2018,20008,B. Enobakhare,26,Nigeria,Wolves,0.0,0.0,0.0,,0.0,0.0
2018,49923,A. Kamara,29,Mauritania,Fulham,13.0,687.0,3.0,,2.0,0.0
2018,82100,J. Sterry,29,England,Newcastle,0.0,0.0,0.0,,0.0,0.0
2018,166,J. Foyth,26,Argentina,Tottenham,12.0,888.0,1.0,,3.0,1.0
2018,177,G. Marsh,26,England,Tottenham,0.0,0.0,0.0,,0.0,0.0
2018,300,G. Wijnaldum,34,Netherlands,Liverpool,35.0,2735.0,3.0,,3.0,0.0
2018,885,E. Bailly,30,Côte d'Ivoire,Manchester United,12.0,637.0,0.0,,0.0,1.0
2018,898,Ander Herrera,35,Spain,Manchester United,22.0,1404.0,2.0,3.0,4.0,0.0
2018,1439,Héctor Bellerín,29,Spain,Arsenal,19.0,1535.0,0.0,5.0,3.0,0.0
2018,1461,Denis Suárez,30,Spain,Arsenal,4.0,67.0,0.0,,0.0,0.0
2018,2280,César Azpilicueta,35,Spain,Chelsea,38.0,3403.0,1.0,5.0,4.0,0.0
2018,2282,A. Christensen,28,Denmark,Chelsea,8.0,615.0,0.0,,1.0,0.0
2018,2284,Emerson,30,Italy,Chelsea,10.0,660.0,0.0,,0.0,0.0
2018,2285,A. Rüdiger,31,Germany,Chelsea,33.0,2874.0,1.0,,7.0,0.0
2018,2461,S. Rondón,35,Venezuela,Newcastle,32.0,2609.0,11.0,7.0,1.0,0.0
2018,2931,T. Heaton,38,England,Burnley,19.0,1710.0,0.0,,3.0,0.0
2018,8492,A. Sørloth,29,Norway,Crystal Palace,12.0,173.0,0.0,,0.0,0.0
2018,18794,Kiko Femenía,33,Spain,Watford,29.0,2045.0,1.0,1.0,1.0,0.0
2018,18812,Adrián,37,Spain,West Ham,0.0,0.0,0.0,,0.0,0.0
2018,18819,M. Antonio,34,Jamaica,West Ham,33.0,2099.0,6.0,4.0,3.0,0.0
2018,18898,M. DiamÃ©,37,Senegal,Newcastle,29.0,2165.0,0.0,,3.0,0.0
2018,18906,Ayoze Pérez,31,Spain,Newcastle,37.0,2929.0,12.0,2.0,2.0,0.0
2018,18955,D. Ings,32,England,Southampton,24.0,1668.0,7.0,3.0,1.0,0.0
2018,169,K. Trippier,34,England,Tottenham,27.0,2278.0,1.0,3.0,2.0,0.0
2018,1445,K. Mavropanos,27,Greece,Arsenal,4.0,150.0,0.0,,1.0,0.0
2018,1463,J. Willock,25,England,Arsenal,2.0,64.0,0.0,,0.0,0.0
2018,2507,M. Almirón,30,Paraguay,Newcastle,10.0,763.0,0.0,,0.0,0.0
2018,2734,P. Billing,28,Denmark,Huddersfield,27.0,2192.0,2.0,,7.0,0.0
2018,2806,F. Schär,33,Switzerland,Newcastle,24.0,2002.0,4.0,1.0,12.0,0.0
2018,2939,C. Wilson,32,England,Bournemouth,30.0,2535.0,14.0,9.0,3.0,0.0
2018,2997,Ł. Fabiański,39,Poland,West Ham,38.0,3420.0,0.0,,0.0,0.0
2018,18737,J. Ruddy,38,England,Wolves,1.0,90.0,0.0,,0.0,0.0
2018,18744,M. Kilman,27,England,Wolves,1.0,0.0,0.0,,0.0,0.0
2018,18778,H. Barnes,27,England,Leicester,16.0,1007.0,1.0,2.0,0.0,0.0
2018,18813,A. Cresswell,35,England,West Ham,20.0,1589.0,0.0,1.0,1.0,0.0
2018,18846,A. Wan-Bissaka,27,England,Crystal Palace,35.0,3135.0,0.0,3.0,4.0,1.0
2018,18886,M. Dúbravka,35,Slovakia,Newcastle,38.0,3420.0,0.0,,1.0,0.0
2018,18894,J. Lascelles,31,England,Newcastle,32.0,2748.0,0.0,1.0,4.0,0.0
2018,18899,I. Hayden,29,England,Newcastle,25.0,1862.0,1.0,4.0,3.0,1.0
2018,18901,S. Longstaff,27,England,Newcastle,9.0,688.0,1.0,,2.0,0.0
2018,18941,M. Targett,29,England,Southampton,16.0,1185.0,1.0,3.0,2.0,0.0
2018,18961,D. Burn,32,England,Brighton,0.0,0.0,0.0,,0.0,0.0
2018,19163,J. Murphy,29,England,Newcastle,9.0,300.0,0.0,1.0,0.0,0.0
2018,186,Son Heung-Min,32,Korea Republic,Tottenham,31.0,2048.0,12.0,6.0,2.0,1.0
2018,727,R. Nelson,25,England,Arsenal,0.0,0.0,0.0,,0.0,0.0
2018,899,Andreas Pereira,28,Brazil,Manchester United,15.0,595.0,1.0,1.0,5.0,0.0
2018,1161,E. Smith Rowe,24,England,Arsenal,0.0,0.0,0.0,,0.0,0.0
2018,1438,B. Leno,32,Germany,Arsenal,32.0,2835.0,0.0,,0.0,0.0
2018,1455,A. Iwobi,28,Nigeria,Arsenal,35.0,1972.0,3.0,6.0,0.0,0.0
2018,2273,Kepa,30,Spain,Chelsea,36.0,3240.0,0.0,,2.0,0.0
2018,2413,Richarlison,27,Brazil,Everton,35.0,2679.0,13.0,1.0,5.0,1.0
2018,2887,R. Jiménez,33,Mexico,Wolves,38.0,3124.0,13.0,7.0,4.0,0.0
2018,18753,Adama Traoré,28,Spain,Wolves,29.0,890.0,1.0,1.0,1.0,0.0
