season,player_id,player_name,age,nationality,team,games_played,minutes,goals,assists,yellow_cards,red_cards
2017,19423,Marc Pugh,34,England,Bournemouth,20.0,983.0,0.0,,2.0,0.0
2017,19583,Àngel Rangel,38,Spain,Swansea,4.0,155.0,0.0,,0.0,0.0
2017,20032,William Miller,23,England,Tottenham,0.0,0.0,0.0,,0.0,0.0
2017,20082,D. Marney,37,England,Burnley,0.0,0.0,0.0,,0.0,0.0
2017,20539,E. Rivière,31,Martinique,Newcastle,0.0,0.0,0.0,,0.0,0.0
2017,22226,Jérémy Pied,33,France,Southampton,2.0,180.0,0.0,1.0,0.0,0.0
2017,82463,Paul Benson,41,England,Boreham Wood,0.0,0.0,0.0,,0.0,0.0
2017,87909,A. King,28,Scotland,Swansea,0.0,0.0,0.0,,0.0,0.0
2017,160,M. Vorm,38,Netherlands,Tottenham,1.0,90.0,0.0,,0.0,0.0
2017,311,O. Karnezis,37,Greece,Watford,15.0,1291.0,0.0,,0.0,0.0
2017,1742,G. McAuley,42,Northern Ireland,West Brom,9.0,456.0,0.0,,0.0,0.0
2017,3423,C. Atsu,31,Ghana,Newcastle,28.0,1782.0,2.0,2.0,1.0,0.0
2017,18756,M. Stekelenburg,41,Netherlands,Everton,0.0,0.0,0.0,,0.0,0.0
2017,18774,W. Morgan,37,Jamaica,Leicester,32.0,2818.0,0.0,,4.0,0.0
2017,18792,M. Britos,36,Uruguay,Watford,12.0,797.0,1.0,,3.0,1.0
2017,18796,Daryl Janmaat,33,Netherlands,Watford,23.0,1822.0,3.0,,3.0,0.0
2017,18859,Artur Boruc,42,Poland,Bournemouth,0.0,0.0,0.0,,0.0,0.0
2017,18916,M. Lowton,34,England,Burnley,26.0,2294.0,0.0,3.0,1.0,0.0
2017,18919,Stephen Robert Ward,37,Republic of Ireland,Burnley,28.0,2462.0,1.0,1.0,1.0,0.0
2017,18956,S. Long,36,Republic of Ireland,Southampton,30.0,1577.0,2.0,1.0,6.0,0.0
2017,19052,J. Puncheon,37,England,Crystal Palace,10.0,570.0,0.0,,5.0,0.0
2017,19154,C. Brunt,37,Northern Ireland,West Brom,26.0,1923.0,0.0,7.0,5.0,0.0
2017,19575,G. Cameron,38,USA,Stoke City,20.0,1525.0,0.0,,2.0,0.0
2017,37112,Eduardo,39,Portugal,Chelsea,0.0,0.0,0.0,,0.0,0.0
2017,50247,D. Sakho,34,Senegal,West Ham,14.0,292.0,2.0,,2.0,0.0
2017,72157,I. Afellay,35,Netherlands,Stoke City,6.0,162.0,0.0,,1.0,0.0
2017,81993,J. Walters,38,Republic of Ireland,Burnley,3.0,36.0,0.0,,0.0,0.0
2017,90512,R. Huth,37,Germany,Leicester,0.0,0.0,0.0,,0.0,0.0
2017,108,Cesc Fàbregas,36,Spain,Chelsea,32.0,2309.0,2.0,4.0,5.0,0.0
2017,185,Fernando Llorente,37,Spain,Tottenham,16.0,224.0,1.0,,1.0,0.0
2017,634,David Silva,37,Spain,Manchester City,29.0,2437.0,9.0,11.0,5.0,0.0
2017,1447,Nacho Monreal,36,Spain,Arsenal,28.0,2244.0,5.0,2.0,3.0,0.0
2017,1458,M. Özil,35,Germany,Arsenal,26.0,2164.0,4.0,8.0,4.0,0.0
2017,18828,R. Snodgrass,36,Scotland,West Ham,0.0,0.0,0.0,,0.0,0.0
2017,18849,J. McArthur,36,Scotland,Crystal Palace,33.0,2434.0,5.0,1.0,5.0,0.0
2017,18912,P. Bardsley,38,Scotland,Burnley,13.0,1126.0,0.0,,5.0,0.0
2017,19144,B. Myhill,39,Wales,West Brom,1.0,90.0,0.0,,1.0,0.0
2017,19162,James  Morrison,33,Scotland,West Brom,4.0,206.0,1.0,,0.0,0.0
2017,19168,Thomas Henry Alex Robson-Kanu,34,Wales,West Brom,21.0,821.0,2.0,,2.0,1.0
2017,19284,C. Pantilimon,34,Romania,Watford,0.0,0.0,0.0,,0.0,0.0
2017,19295,M. Wagué,31,Mali,Watford,6.0,439.0,1.0,,0.0,0.0
2017,19500,Ashley Williams,36,Wales,Everton,24.0,1833.0,1.0,,3.0,1.0
2017,19501,Charles Graham Adam,37,Scotland,Stoke City,11.0,408.0,0.0,,2.0,1.0
2017,19722,J. Collins,38,Wales,West Ham,13.0,1050.0,1.0,,3.0,0.0
2017,20126,J. Sinclair,25,England,Watford,4.0,27.0,0.0,,0.0,0.0
2017,35672,L. Ulloa,35,Argentina,Brighton,10.0,261.0,1.0,,0.0,0.0
2017,90489,P. Mertesacker,37,Germany,Arsenal,6.0,365.0,1.0,,0.0,0.0
2017,90518,Florin Gardoș,34,Romania,Southampton,0.0,0.0,0.0,,0.0,0.0
2017,642,S. Agüero,33,Argentina,Manchester City,25.0,1969.0,21.0,6.0,2.0,0.0
2017,2275,W. Caballero,42,Argentina,Chelsea,3.0,270.0,0.0,,0.0,0.0
2017,2296,E. Hazard,32,Belgium,Chelsea,34.0,2433.0,12.0,4.0,2.0,0.0
2017,2921,M. Dembélé,35,Belgium,Tottenham,28.0,1885.0,0.0,,6.0,0.0
2017,18773,C. Fuchs,37,Austria,Leicester,25.0,1918.0,0.0,1.0,1.0,0.0
2017,18818,P. Zabaleta,35,Argentina,West Ham,37.0,3291.0,0.0,1.0,9.0,0.0
2017,18923,S. Defour,33,Belgium,Burnley,24.0,2009.0,1.0,1.0,6.0,0.0
2017,19050,A. Mooy,33,Australia,Huddersfield,36.0,3070.0,4.0,3.0,5.0,0.0
2017,19286,Y. Benalouane,36,Tunisia,Leicester,1.0,90.0,0.0,,0.0,0.0
2017,19304,Claudio Ariel Yacob,35,Argentina,West Brom,16.0,899.0,0.0,,5.0,0.0
2017,19376,A. Lazaar,31,Morocco,Newcastle,0.0,0.0,0.0,,0.0,0.0
2017,19504,Darren  Fletcher,35,Scotland,Stoke City,27.0,2223.0,1.0,1.0,0.0,0.0
2017,19512,Bojan Krkić,33,Spain,Stoke City,1.0,72.0,0.0,,0.0,0.0
2017,19747,C. Quaner,30,Germany,Huddersfield,26.0,1272.0,0.0,4.0,4.0,0.0
2017,24819,U. Hünemeier,37,Germany,Brighton,1.0,17.0,0.0,,0.0,0.0
2017,25454,M. Suttner,35,Austria,Brighton,14.0,1178.0,0.0,,0.0,0.0
2017,30412,Kevin Mirallas,36,Belgium,Everton,5.0,138.0,0.0,,1.0,0.0
2017,44827,Á. Bogdán,36,Hungary,Liverpool,0.0,0.0,0.0,,0.0,0.0
2017,90492,S. Ireland,32,Republic of Ireland,Stoke City,4.0,128.0,0.0,,1.0,0.0
2017,90497,W. Reid,34,New Zealand,West Ham,17.0,1454.0,0.0,,5.0,0.0
2017,893,A. Valencia,36,Ecuador,Manchester United,31.0,2743.0,3.0,1.0,7.0,0.0
2017,1436,Petr Čech,40,Czech Republic,Arsenal,34.0,3040.0,0.0,,1.0,0.0
2017,1448,S. Mustafi,31,Germany,Arsenal,27.0,2273.0,3.0,1.0,6.0,0.0
2017,3032,B. Afobe,30,Congo DR,Bournemouth,17.0,532.0,0.0,,0.0,0.0
2017,3398,G. Bong,34,Cameroon,Brighton,25.0,2238.0,0.0,,2.0,0.0
2017,10045,Diego Cavalieri,40,Brazil,Crystal Palace,0.0,0.0,0.0,,0.0,0.0
2017,18650,A. Eleftheriou,26,England,Watford,0.0,0.0,0.0,,0.0,0.0
2017,18789,Gomes,40,Brazil,Watford,24.0,2129.0,0.0,,0.0,0.0
2017,18801,S. Prödl,34,Austria,Watford,21.0,1568.0,0.0,,5.0,0.0
2017,18878,J. Stanislas,34,England,Bournemouth,19.0,1296.0,5.0,2.0,1.0,0.0
2017,18910,A. Lindegaard,39,Denmark,Burnley,0.0,0.0,0.0,,0.0,0.0
2017,18980,J. Izquierdo,30,Colombia,Brighton,32.0,1987.0,5.0,3.0,2.0,0.0
2017,19054,Daniel Williams,31,USA,Huddersfield,20.0,1117.0,0.0,,2.0,0.0
2017,19290,M. Hefele,31,Germany,Huddersfield,2.0,31.0,0.0,,1.0,0.0
2017,51070,Z. Ibrahimović,42,Sweden,Manchester United,5.0,103.0,0.0,,0.0,0.0
2017,53466,Leon Britton,40,England,Swansea,5.0,305.0,0.0,,1.0,0.0
2017,69388,D. Delaney,40,Republic of Ireland,Crystal Palace,2.0,95.0,0.0,,0.0,0.0
2017,82117,Daniel Holman,32,England,Boreham Wood,0.0,0.0,0.0,,0.0,0.0
2017,82119,Dean Wells,33,England,Boreham Wood,0.0,0.0,0.0,,0.0,0.0
2017,231094,Desmond Hutchinson,23,Republic of Ireland,Brighton,0.0,0.0,0.0,,0.0,0.0
2017,167,D. Rose,32,England,Tottenham,10.0,802.0,0.0,1.0,4.0,0.0
2017,888,P. Jones,31,England,Manchester United,23.0,1975.0,0.0,,2.0,0.0
2017,1739,Jonathon Patrick Flanagan,29,England,Liverpool,0.0,0.0,0.0,,0.0,0.0
2017,2277,R. Green,41,England,Huddersfield,0.0,0.0,0.0,,0.0,0.0
2017,2281,G. Cahill,37,England,Chelsea,27.0,2084.0,0.0,,1.0,1.0
2017,2288,D. Drinkwater,32,England,Chelsea,12.0,522.0,1.0,,0.0,0.0
2017,18757,L. Baines,37,England,Everton,22.0,1910.0,2.0,3.0,1.0,0.0
2017,18759,P. Jagielka,41,England,Everton,25.0,2065.0,0.0,,2.0,0.0
2017,18769,T. Walcott,34,England,Everton,14.0,1153.0,3.0,,2.0,0.0
2017,18804,T. Cleverley,34,England,Watford,23.0,1905.0,1.0,2.0,2.0,0.0
2017,18829,Jack Wilshere,30,England,Arsenal,20.0,1187.0,1.0,3.0,6.0,0.0
2017,18936,R. Bertrand,34,England,Southampton,35.0,3137.0,0.0,4.0,2.0,0.0
2017,19020,Alfie Mawson,29,England,Swansea,38.0,3420.0,2.0,1.0,3.0,0.0
2017,19148,K. Gibbs,34,England,West Brom,33.0,2831.0,0.0,1.0,3.0,0.0
2017,19153,G. Barry,39,England,West Brom,25.0,1926.0,1.0,1.0,4.0,0.0
2017,19498,R. Shawcross,35,England,Stoke City,27.0,2372.0,1.0,1.0,2.0,0.0
2017,20348,H. Bunn,31,England,Huddersfield,0.0,0.0,0.0,,0.0,0.0
2017,90490,M. Carrick,40,England,Manchester United,2.0,109.0,0.0,,0.0,0.0
2017,90514,Joey  Barton,35,England,Burnley,,,,,,
2017,90523,Alexander Manninger,40,Austria,Liverpool,,,,,,
2017,308,Daniel Andre Sturridge,33,England,West Brom,6.0,116.0,0.0,1.0,0.0,0.0
2017,630,F. Delph,33,England,Manchester City,22.0,1746.0,1.0,2.0,2.0,0.0
2017,1443,Laurent Koscielny,37,France,Arsenal,25.0,2227.0,2.0,,4.0,0.0
2017,1758,J. Defoe,40,England,Bournemouth,24.0,1084.0,4.0,1.0,1.0,0.0
2017,18593,Ricky Shakes,36,Guyana,Boreham Wood,0.0,0.0,0.0,,0.0,0.0
2017,18791,B. Foster,40,England,West Brom,37.0,3330.0,0.0,,2.0,0.0
2017,18795,José Holebas,37,Greece,Watford,28.0,2382.0,0.0,4.0,7.0,0.0
2017,18882,L. Mousset,27,France,Bournemouth,23.0,581.0,2.0,,1.0,0.0
2017,18925,A. Lennon,35,England,Burnley,14.0,1124.0,0.0,2.0,2.0,0.0
2017,18928,P. Crouch,40,England,Stoke City,31.0,1554.0,5.0,2.0,4.0,0.0
2017,20467,Y. Ben El-Mhanni,28,England,Newcastle,0.0,0.0,0.0,,0.0,0.0
2017,22085,M. Debuchy,38,France,Arsenal,0.0,0.0,0.0,,0.0,0.0
2017,22240,L. Rémy,36,France,Chelsea,0.0,0.0,0.0,,0.0,0.0
2017,87077,Patrice Evra,37,France,West Ham,5.0,228.0,0.0,,0.0,0.0
2017,87328,Philipp Wollscheid,29,Germany,Stoke City,0.0,0.0,0.0,,0.0,0.0
2017,90488,Y. Cabaye,35,France,Crystal Palace,31.0,2388.0,0.0,1.0,7.0,0.0
2017,90491,G. Johnson,37,England,Stoke City,9.0,549.0,0.0,,3.0,0.0
2017,90493,Yaya Touré,37,Côte d'Ivoire,Manchester City,10.0,228.0,0.0,2.0,1.0,0.0
2017,90500,Carl Leon Stewart,24,England,Watford,0.0,0.0,0.0,,0.0,0.0
2017,90503,Y. Kaboul,35,France,Watford,2.0,151.0,0.0,,0.0,0.0
2017,1585,Jesé,30,Spain,Stoke City,13.0,617.0,1.0,1.0,0.0,0.0
2017,1749,S. Davis,39,Northern Ireland,Southampton,23.0,1521.0,3.0,,0.0,0.0
2017,3106,S. Berahino,31,Burundi,Stoke City,15.0,484.0,0.0,1.0,0.0,0.0
2017,5983,M. Zárate,37,Argentina,Watford,0.0,0.0,0.0,,0.0,0.0
2017,12753,M. Fellaini,37,Belgium,Manchester United,16.0,612.0,4.0,,1.0,0.0
2017,17766,L. Coddington,29,England,Huddersfield,0.0,0.0,0.0,,0.0,0.0
2017,18770,E. Jakupović,39,Switzerland,Leicester,2.0,180.0,0.0,,0.0,0.0
2017,18793,C. Cathcart,34,Northern Ireland,Watford,7.0,495.0,0.0,,1.0,0.0
2017,18840,M. Kelly,34,England,Crystal Palace,15.0,1194.0,0.0,,1.0,0.0
2017,18841,P. Souaré,34,Senegal,Crystal Palace,1.0,8.0,0.0,,0.0,0.0
2017,18856,B. Sako,35,Mali,Crystal Palace,16.0,468.0,3.0,,0.0,0.0
2017,18874,D. Gosling,34,England,Bournemouth,28.0,1942.0,2.0,1.0,8.0,0.0
2017,18887,R. Elliot,37,Republic of Ireland,Newcastle,16.0,1440.0,0.0,,0.0,0.0
2017,18922,J. Cork,35,England,Burnley,38.0,3420.0,2.0,1.0,7.0,0.0
2017,19161,J. Montero,35,Ecuador,Swansea,0.0,0.0,0.0,,0.0,0.0
2017,19217,A. King,36,Wales,Swansea,11.0,718.0,2.0,,1.0,0.0
2017,19620,S. Baldock,34,England,Brighton,2.0,30.0,0.0,,0.0,0.0
2017,30816,S. Okaka,34,Italy,Watford,15.0,444.0,1.0,1.0,2.0,0.0
2017,42246,W. Bony,36,Côte d'Ivoire,Swansea,15.0,704.0,2.0,,2.0,0.0
2017,50139,B. Dja Djédjé,34,Côte d'Ivoire,Watford,0.0,0.0,0.0,,0.0,0.0
2017,172,D. Alli,28,England,Tottenham,36.0,2972.0,9.0,10.0,7.0,0.0
2017,286,J. Matip,33,Cameroon,Liverpool,25.0,1994.0,1.0,,3.0,0.0
2017,1972,L. Karius,31,Germany,Liverpool,19.0,1710.0,0.0,,1.0,0.0
2017,2991,C. Kouyaté,35,Senegal,West Ham,33.0,2803.0,2.0,3.0,5.0,0.0
2017,6894,M. Birighitti,33,Australia,Swansea,0.0,0.0,0.0,,0.0,0.0
2017,18777,M. Albrighton,35,England,Leicester,34.0,2544.0,2.0,7.0,5.0,1.0
2017,18782,M. James,33,England,Leicester,13.0,995.0,0.0,,2.0,0.0
2017,18787,S. Okazaki,38,Japan,Leicester,27.0,1329.0,6.0,2.0,2.0,0.0
2017,18836,W. Hennessey,37,Wales,Crystal Palace,27.0,2430.0,0.0,,1.0,0.0
2017,18844,J. Tomkins,35,England,Crystal Palace,28.0,2388.0,3.0,,8.0,0.0
2017,18891,C. Clark,35,Republic of Ireland,Newcastle,20.0,1745.0,2.0,1.0,3.0,0.0
2017,18892,P. Dummett,33,Wales,Newcastle,20.0,1603.0,0.0,,1.0,0.0
2017,18924,J. Hendrick,32,Republic of Ireland,Burnley,34.0,2342.0,2.0,2.0,1.0,0.0
2017,18975,D. Pröpper,33,Netherlands,Brighton,35.0,3120.0,0.0,4.0,2.0,1.0
2017,19056,L. Depoitre,36,Belgium,Huddersfield,33.0,1808.0,6.0,1.0,1.0,0.0
2017,19160,J. Livermore,35,England,West Brom,34.0,2675.0,2.0,2.0,5.0,0.0
2017,19246,R. van La Parra,33,Netherlands,Huddersfield,33.0,2145.0,3.0,,3.0,1.0
2017,19503,S. Clucas,34,England,Swansea,29.0,2045.0,3.0,1.0,2.0,0.0
2017,20112,M. Browne,27,England,West Ham,0.0,0.0,0.0,,0.0,0.0
2017,21383,E. Pieters,36,Netherlands,Stoke City,31.0,2720.0,0.0,1.0,5.0,0.0
2017,106,N. Chadli,35,Belgium,West Brom,5.0,215.0,1.0,,1.0,0.0
2017,114,Adrien Silva,35,Portugal,Leicester,12.0,762.0,0.0,1.0,3.0,0.0
2017,190,Cédric Soares,33,Portugal,Southampton,32.0,2797.0,0.0,3.0,3.0,0.0
2017,275,E. Choupo-Moting,35,Cameroon,Stoke City,30.0,2248.0,5.0,5.0,3.0,0.0
2017,614,C. Bravo,41,Chile,Manchester City,3.0,225.0,0.0,,0.0,0.0
2017,18808,T. Deeney,36,England,Watford,29.0,1841.0,5.0,2.0,1.0,1.0
2017,18845,P. van Aanholt,34,Netherlands,Crystal Palace,28.0,2185.0,5.0,1.0,7.0,0.0
2017,18880,K. Taylor,25,England,Bournemouth,0.0,0.0,0.0,,0.0,0.0
2017,18908,J. Hart,37,England,West Ham,19.0,1710.0,0.0,1.0,0.0,0.0
2017,18972,A. Knockaert,33,France,Brighton,33.0,2425.0,3.0,1.0,4.0,1.0
2017,18996,H. Arter,35,Republic of Ireland,Bournemouth,13.0,962.0,1.0,,4.0,0.0
2017,19018,T. Fosu-Mensah,26,Netherlands,Crystal Palace,21.0,1594.0,0.0,,2.0,0.0
2017,19236,M. Bešić,32,Bosnia and Herzegovina,Everton,2.0,44.0,0.0,,0.0,0.0
2017,19313,E. Mulder,35,Netherlands,Swansea,0.0,0.0,0.0,,0.0,0.0
2017,19593,T. Hemed,37,Israel,Brighton,16.0,848.0,2.0,2.0,0.0,0.0
2017,19761,K. LuaLua,34,Congo DR,Brighton,0.0,0.0,0.0,,0.0,0.0
2017,37146,C. Martina,35,Curaçao,Everton,21.0,1830.0,0.0,2.0,1.0,0.0
2017,90501,M. Melbourne,26,England,West Brom,0.0,0.0,0.0,,0.0,0.0
2017,127580,L. Ndukwu,26,England,Leicester,0.0,0.0,0.0,,0.0,0.0
2017,127605,N. Ferguson,24,England,West Brom,0.0,0.0,0.0,,0.0,0.0
2017,163,S. Aurier,32,Côte d'Ivoire,Tottenham,17.0,1429.0,2.0,2.0,2.0,0.0
2017,924,F. Coquelin,33,France,Arsenal,7.0,164.0,0.0,,0.0,0.0
2017,1762,J. Murphy,35,Scotland,Brighton,4.0,165.0,0.0,,0.0,0.0
2017,2053,Roque Mesa,35,Spain,Swansea,11.0,757.0,0.0,,3.0,0.0
2017,2777,I. Success,28,Nigeria,Watford,0.0,0.0,0.0,,0.0,0.0
2017,3421,D. Amartey,30,Ghana,Leicester,8.0,488.0,0.0,,1.0,0.0
2017,18763,J. McCarthy,34,Republic of Ireland,Everton,4.0,207.0,0.0,,0.0,0.0
2017,18775,D. Simpson,37,England,Leicester,28.0,2312.0,0.0,,4.0,0.0
2017,18802,É. Capoue,36,France,Watford,23.0,1542.0,1.0,,3.0,0.0
2017,18876,J. Ibe,29,England,Bournemouth,32.0,1999.0,2.0,6.0,1.0,0.0
2017,18981,J. Locadia,31,Curaçao,Brighton,6.0,224.0,1.0,1.0,0.0,0.0
2017,19009,O. Niasse,34,Senegal,Everton,22.0,1081.0,8.0,2.0,2.0,0.0
2017,19044,C. Löwe,35,Germany,Huddersfield,23.0,1593.0,0.0,,1.0,0.0
2017,19045,C. Schindler,34,Germany,Huddersfield,37.0,3266.0,0.0,1.0,7.0,0.0
2017,19149,Ahmed Hegazy,33,Egypt,West Brom,21.0,1857.0,1.0,,3.0,0.0
2017,19157,R. Harper,24,England,West Brom,1.0,20.0,0.0,,0.0,0.0
2017,19386,R. Aarons,29,Jamaica,Newcastle,4.0,137.0,0.0,,0.0,0.0
2017,19511,M. Diouf,37,Senegal,Stoke City,35.0,2602.0,6.0,2.0,6.0,0.0
2017,20055,N. Kirby,24,England,Crystal Palace,0.0,0.0,0.0,,0.0,0.0
2017,25294,K. Stafylidis,31,Greece,Stoke City,5.0,335.0,0.0,,0.0,0.0
2017,1452,Mohamed Elneny,32,Egypt,Arsenal,13.0,870.0,0.0,1.0,3.0,1.0
2017,18524,O. Harfield,26,England,Bournemouth,0.0,0.0,0.0,,0.0,0.0
2017,18623,R. Booty,26,England,Huddersfield,0.0,0.0,0.0,,0.0,0.0
2017,18706,D. Henry,27,England,Crystal Palace,0.0,0.0,0.0,,0.0,0.0
2017,18754,M. Hewelt,28,Poland,Everton,0.0,0.0,0.0,,0.0,0.0
2017,18764,M. Schneiderlin,35,France,Everton,30.0,2128.0,0.0,,6.0,0.0
2017,18798,A. Mariappa,38,Jamaica,Watford,28.0,2209.0,0.0,,4.0,0.0
2017,18852,L. Milivojević,33,Serbia,Crystal Palace,36.0,3082.0,10.0,1.0,8.0,0.0
2017,18875,E. Hyndman,28,USA,Bournemouth,1.0,59.0,0.0,,0.0,0.0
2017,19053,A. Sabiri,28,Morocco,Huddersfield,5.0,219.0,0.0,1.0,1.0,0.0
2017,19326,L. Fer,34,Netherlands,Swansea,20.0,1397.0,1.0,1.0,5.0,0.0
2017,19988,B. Mason,27,England,Watford,0.0,0.0,0.0,,0.0,0.0
2017,20378,M. Folivi,26,England,Watford,0.0,0.0,0.0,,0.0,0.0
2017,20637,J. Lokilo,26,Congo DR,Crystal Palace,0.0,0.0,0.0,,0.0,0.0
2017,30462,M. Gabbiadini,33,Italy,Southampton,28.0,1072.0,5.0,,2.0,0.0
2017,30743,E. Schelotto,35,Italy,Brighton,20.0,1316.0,0.0,,3.0,0.0
2017,87627,R. Ince,32,Montserrat,Brighton,0.0,0.0,0.0,,0.0,0.0
2017,87918,J. Pask,27,England,West Ham,0.0,0.0,0.0,,0.0,0.0
2017,90502,K. Scott,27,USA,Chelsea,0.0,0.0,0.0,,0.0,0.0
2017,90504,T. Oakley-Boothe,24,England,Tottenham,0.0,0.0,0.0,,0.0,0.0
2017,1449,J. Osei-Tutu,26,England,Arsenal,0.0,0.0,0.0,,0.0,0.0
2017,1747,S. Arfield,36,Canada,Burnley,18.0,1336.0,2.0,1.0,3.0,0.0
2017,17728,K. Anderson,29,England,Crystal Palace,0.0,0.0,0.0,,0.0,0.0
2017,18855,L. Lumeka,26,England,Crystal Palace,1.0,25.0,0.0,,0.0,0.0
2017,18871,M. Butcher,27,England,Bournemouth,0.0,0.0,0.0,,0.0,0.0
2017,19049,J. Hogg,36,England,Huddersfield,30.0,2408.0,0.0,,9.0,0.0
2017,19139,T. Roberts,25,Wales,West Brom,0.0,0.0,0.0,,0.0,0.0
2017,19208,S. Malone,33,England,Huddersfield,22.0,1115.0,0.0,1.0,3.0,0.0
2017,19251,A. Fletcher,29,England,West Ham,0.0,0.0,0.0,,0.0,0.0
2017,19253,J. Hugill,32,England,West Ham,3.0,22.0,0.0,,0.0,0.0
2017,19393,J. Onomah,27,England,Tottenham,0.0,0.0,0.0,,0.0,0.0
2017,19508,L. Sørensen,25,Denmark,Stoke City,1.0,76.0,0.0,1.0,0.0,0.0
2017,19513,S. Vokes,35,Wales,Burnley,30.0,978.0,4.0,1.0,3.0,0.0
2017,19556,C. McManaman,33,England,West Brom,0.0,0.0,0.0,,0.0,0.0
2017,19826,K. Bielik,26,Poland,Arsenal,0.0,0.0,0.0,,0.0,0.0
2017,20242,E. Hamilton,26,Scotland,Manchester United,0.0,0.0,0.0,,0.0,0.0
2017,20415,F. Ladapo,31,England,Crystal Palace,1.0,16.0,0.0,,0.0,0.0
2017,56089,A. Georgiou,27,Cyprus,Tottenham,0.0,0.0,0.0,,0.0,0.0
2017,82026,C. Bramall,28,England,Arsenal,0.0,0.0,0.0,,0.0,0.0
2017,90499,J. Mukena,25,England,Watford,0.0,0.0,0.0,,0.0,0.0
2017,1756,R. Kent,28,England,Liverpool,0.0,0.0,0.0,,0.0,0.0
2017,2735,P. Højbjerg,29,Denmark,Southampton,23.0,1671.0,0.0,,6.0,0.0
2017,2779,A. Musa,32,Nigeria,Leicester,0.0,0.0,0.0,,0.0,0.0
2017,2795,G. Sigurðsson,35,Iceland,Everton,27.0,2262.0,4.0,3.0,2.0,0.0
2017,17601,H. Boateng,28,England,Crystal Palace,0.0,0.0,0.0,,0.0,0.0
2017,18715,M. Phillips,27,England,Crystal Palace,0.0,0.0,0.0,,0.0,0.0
2017,18842,M. Sakho,34,France,Crystal Palace,19.0,1600.0,1.0,2.0,1.0,0.0
2017,18931,C. Wood,33,New Zealand,Burnley,24.0,1633.0,10.0,1.0,1.0,0.0
2017,19037,J. Coleman,29,England,Huddersfield,0.0,0.0,0.0,,0.0,0.0
2017,19058,E. Kachunga,32,Congo DR,Huddersfield,19.0,1338.0,1.0,1.0,1.0,0.0
2017,19256,N. Mäenpää,39,Finland,Brighton,0.0,0.0,0.0,,0.0,0.0
2017,19330,A. Marić,27,Sweden,Swansea,0.0,0.0,0.0,,0.0,0.0
