season,player_id,player_name,age,nationality,team,games_played,minutes,goals,assists,yellow_cards,red_cards
2012,83021,Danny Sean Guthrie,35,England,Reading,21,1617,1,,4,0
2012,89870,Andrea Orlandi Stabilin,35,Spain,Swansea,0,0,0,,0,0
2012,90489,P. Mertesacker,37,Germany,Arsenal,34,3028,3,,3,1
2012,105044,José Enrique,35,Spain,Liverpool,29,2256,2,,1,0
2012,105837,Andrey Arshavin,38,Russia,Arsenal,7,80,0,,1,0
2012,106798,N. Eccleston,31,England,Liverpool,0,0,0,,0,0
2012,114773,Craig Bellamy,35,Wales,Liverpool,0,0,0,,0,0
2012,114785,Javier Garrido Behovide,35,Spain,Norwich,34,3040,0,,4,0
2012,114787,J. Riise,41,Norway,Fulham,31,2529,0,,4,0
2012,114804,E. Boyce,42,Barbados,Wigan,36,3146,4,,5,0
2012,114812,Thomas Hitzlsperger,31,Germany,Everton,7,349,0,,0,0
2012,114813,Ian  Harte,38,Republic of Ireland,Reading,16,1361,0,,1,0
2012,114894,M. Sidibé,42,Mali,Stoke City,0,0,0,,0,0
2012,642,S. Agüero,33,Argentina,Manchester City,30,1947,12,,2,0
2012,771,A. Kolarov,37,Serbia,Manchester City,20,1049,1,,5,0
2012,1350,Martin Škrtel,38,Slovakia,Liverpool,25,2080,2,,4,0
2012,1571,Francisco Javier  García Fernández,35,Spain,Manchester City,24,1493,2,,5,0
2012,3169,R. Halliche,34,Algeria,Fulham,0,0,0,,0,0
2012,5946,J. Gutiérrez,38,Argentina,Newcastle,34,2898,1,,8,0
2012,5982,C. Tevez,37,Argentina,Manchester City,34,2408,11,,3,0
2012,6599,F. Coloccini,40,Argentina,Newcastle,22,1918,0,,2,1
2012,7024,B. Holman,37,Australia,Aston Villa,27,1427,1,,1,0
2012,18818,P. Zabaleta,35,Argentina,Manchester City,30,2651,2,,7,0
2012,19304,Claudio Ariel Yacob,35,Argentina,West Brom,30,2480,0,,6,0
2012,19491,A. Federici,37,Australia,Reading,21,1890,0,,0,0
2012,42188,Nigel de Jong,39,Netherlands,Manchester City,1,90,0,,0,0
2012,44297,B. Jones,41,Australia,Liverpool,7,630,0,,0,0
2012,44963,J. Mucha,39,Slovakia,Everton,2,180,0,,0,0
2012,60154,Christopher Herd,32,Australia,Aston Villa,9,754,0,,1,0
2012,90516,Shay Given,41,Republic of Ireland,Aston Villa,2,180,0,,0,0
2012,114757,Richard  Dunne,36,Republic of Ireland,Aston Villa,0,0,0,,0,0
2012,114799,Rafael van der Vaart,35,Netherlands,Tottenham,2,84,0,,0,0
2012,114834,Adrián López Rodríguez,33,Spain,Wigan,5,355,0,,1,0
2012,140,Thomas Vermaelen,37,Belgium,Arsenal,29,2235,0,,3,0
2012,2296,E. Hazard,32,Belgium,Chelsea,34,2637,9,,2,0
2012,2921,M. Dembélé,35,Belgium,Tottenham,30,2210,1,,4,0
2012,7526,E. Pogatetz,37,Austria,West Ham,6,148,0,,2,0
2012,19504,Darren  Fletcher,35,Scotland,Manchester United,3,180,1,,0,0
2012,19708,G. O&apos;Neil,38,England,West Ham,24,1442,1,,2,0
2012,30412,Kevin Mirallas,36,Belgium,Everton,27,1834,6,,3,0
2012,50988,Roland Conde Lamah,35,Belgium,Swansea,5,150,0,,0,0
2012,82331,D. Butterfield,42,England,Southampton,0,0,0,,0,0
2012,87853,R. Streete,27,England,Newcastle,0,0,0,,0,0
2012,90492,S. Ireland,32,Republic of Ireland,Aston Villa,13,782,0,,1,0
2012,90497,W. Reid,34,New Zealand,West Ham,36,3145,1,,8,0
2012,91303,Johan Danon Djourou-Gbadjere,34,Switzerland,Arsenal,0,0,0,,0,0
2012,93586,Jos Hooiveld,36,Netherlands,Southampton,25,2032,0,,5,0
2012,104311,Mark Schwarzer,44,Australia,Fulham,36,3240,0,,0,0
2012,111327,Tal Ben Haim,39,Israel,QPR,3,196,0,,0,0
2012,114751,Brede Hangeland,35,Norway,Fulham,35,3047,0,,2,1
2012,114774,Ryan  Giggs,41,Wales,Manchester United,22,1160,2,,0,0
2012,114782,Nemanja Vidic,35,Serbia,Manchester United,19,1619,1,,2,0
2012,114821,Marc Tierney,30,England,Norwich,1,90,0,,0,0
2012,1060,Stanislav Manolev,37,Bulgaria,Fulham,5,430,0,,2,0
2012,1858,Lucas Leiva,36,Brazil,Liverpool,26,1952,0,,6,0
2012,9638,Maicon Douglas Sisenando,40,Brazil,Manchester City,9,516,0,,0,0
2012,12788,Ramires,34,Brazil,Chelsea,35,2518,5,,9,0
2012,18789,Gomes,40,Brazil,Tottenham,0,0,0,,0,0
2012,18984,Brian Edward Murphy,40,Republic of Ireland,QPR,0,0,0,,0,0
2012,18988,Matthew Connolly,32,England,QPR,0,0,0,,0,0
2012,25325,N. Şahin,34,Turkey,Liverpool,7,454,1,,0,0
2012,30813,Sandro Raniere Guimarães Cordeiro,34,Brazil,Tottenham,22,1779,1,,4,0
2012,48528,Alexandre Dimitri Song-Billong,36,Cameroon,Arsenal,0,0,0,,0,0
2012,51298,Timothy Matthew Howard,42,USA,Everton,36,3240,0,,0,0
2012,61998,Anderson,33,Brazil,Manchester United,17,825,1,,1,0
2012,80710,André Clarindo dos Santos,35,Brazil,Arsenal,8,395,0,,0,0
2012,90508,G. Tremmel,43,Germany,Swansea,14,1108,0,,0,0
2012,104256,Ji-Sung Park,33,Korea Republic,QPR,20,1341,0,,1,0
2012,104423,Júlio César,42,Brazil,QPR,24,2101,0,,0,0
2012,105282,J. Makoun,38,Cameroon,Aston Villa,0,0,0,,0,0
2012,113639,Dimitar Ivanov Berbatov,37,Bulgaria,Fulham,33,2848,15,,1,0
2012,114747,Sylvain Distin,39,France,Everton,34,2835,0,,2,0
2012,114882,Doniéber Alexander Marangon,34,Brazil,Liverpool,0,0,0,,0,0
2012,2693,A. Dejagah,37,Iran,Fulham,21,1193,0,,3,0
2012,2849,Bryan Jafet Ruiz González,37,Costa Rica,Fulham,29,2384,4,,2,0
2012,11825,Jean André Emanuel Beausejour Coliqueo,38,Chile,Wigan,34,2783,1,,4,0
2012,12464,Nikica Jelavić,36,Croatia,Everton,37,2431,7,,4,0
2012,15345,Román Golobart Benet,30,Spain,Wigan,3,213,0,,1,0
2012,19158,Wesley Hoolahan,40,Republic of Ireland,Norwich,33,2433,3,,3,0
2012,20064,N. Delfouneso,32,England,Aston Villa,1,46,0,,0,0
2012,20329,R. Kiernan,32,Republic of Ireland,Wigan,0,0,0,,0,0
2012,31032,Y. Gervinho,36,Côte d'Ivoire,Arsenal,18,1019,5,,1,0
2012,50102,A. Koné,38,Côte d'Ivoire,Wigan,34,2931,11,,0,0
2012,53466,Leon Britton,40,England,Swansea,33,2535,0,,4,0
2012,69261,Joseph Martin O'Brien,36,Republic of Ireland,West Ham,33,2724,2,,6,0
2012,77160,Mickaël Tavares,41,Senegal,Fulham,0,0,0,,0,0
2012,82520,J. Hurst,31,England,West Brom,0,0,0,,0,0
2012,87348,C. Tioté,35,Côte d'Ivoire,Newcastle,24,1761,0,,7,1
2012,87713,Guy Roland Demel,36,Côte d'Ivoire,West Ham,31,2483,0,,2,0
2012,104129,Kolo Habib Touré,36,Côte d'Ivoire,Manchester City,15,917,0,,2,0
2012,114793,M. Petrić,40,Croatia,Fulham,23,877,5,,0,0
2012,114803,Alan Tate,40,England,Swansea,3,162,0,,0,0
2012,114839,P. Scharner,41,Austria,Wigan,14,1260,0,,5,0
2012,893,A. Valencia,36,Ecuador,Manchester United,30,2207,1,,6,0
2012,1187,N. Bendtner,33,Denmark,Arsenal,0,0,0,,0,0
2012,1436,Petr Čech,40,Czech Republic,Chelsea,36,3196,0,,1,0
2012,1739,Jonathon Patrick Flanagan,29,England,Liverpool,0,0,0,,0,0
2012,1970,M. Rosenberg,39,Sweden,West Brom,24,544,0,,0,0
2012,17537,Curtis Obeng,31,England,Swansea,0,0,0,,0,0
2012,18015,Elliott Ward,36,England,Norwich,0,0,0,,0,0
2012,18910,A. Lindegaard,39,Denmark,Manchester United,10,900,0,,0,0
2012,19148,K. Gibbs,34,England,Arsenal,27,2101,0,,2,0
2012,45018,S. Jackson,36,Canada,Norwich,13,400,1,,0,0
2012,77110,T. Sørensen,45,Denmark,Stoke City,0,0,0,,0,0
2012,82488,Adam Joseph Morgan,28,England,Liverpool,0,0,0,,0,0
2012,82713,Lee Barnard,34,England,Southampton,0,0,0,,0,0
2012,87877,Jermaine Pennant,35,England,Stoke City,1,65,0,,0,0
2012,105800,T. Rosický,41,Czech Republic,Arsenal,10,613,2,,2,0
2012,114778,Daniel Munthe Agger,32,Denmark,Liverpool,35,3100,3,,3,1
2012,114796,L. Chambers,26,England,West Ham,0,0,0,,0,0
2012,114835,C. Banya,28,England,Fulham,0,0,0,,0,0
2012,114841,Jordan Laidler,23,England,Sunderland,0,0,0,,0,0
2012,114898,Radek Cerný,40,Czech Republic,QPR,0,0,0,,0,0
2012,18804,T. Cleverley,34,England,Manchester United,22,1457,2,,1,0
2012,18936,R. Bertrand,34,England,Chelsea,19,1282,0,,1,0
2012,19429,F. Campbell,35,England,Sunderland,12,253,1,,0,0
2012,19498,R. Shawcross,35,England,Stoke City,37,3330,1,,9,0
2012,20439,Matt Jarvis,35,England,West Ham,32,2565,2,,0,0
2012,82011,D. Bent,37,England,Aston Villa,16,808,3,,1,0
2012,82435,Gabriel  Imuetinyan Agbonlahor,32,England,Aston Villa,28,2190,9,,4,0
2012,83019,Micah Richards,30,England,Manchester City,7,617,0,,2,0
2012,83032,Scott Parker,37,England,Tottenham,21,1363,0,,1,0
2012,87315,Kieran  Richardson,32,England,Fulham,14,826,1,,2,0
2012,90507,Joleon Lescott,35,England,Manchester City,26,1540,1,,3,0
2012,90514,Joey  Barton,35,England,QPR,0,0,0,,0,0
2012,114744,Adam Johnson,29,England,Sunderland,35,2941,5,,3,0
2012,114746,Leon Osman,35,England,Everton,36,3183,5,,9,0
2012,114753,Richard Wright,39,England,Manchester City,0,0,0,,0,0
2012,114758,C. Cole,38,England,West Ham,27,1359,2,,2,1
2012,114761,B. Zamora,40,England,QPR,21,1309,4,,1,1
2012,114768,Andy Johnson,34,England,QPR,3,135,0,,0,0
2012,114801,Phil Neville,36,England,Everton,18,1552,0,,4,0
2012,114850,L. Young,42,England,QPR,0,0,0,,0,0
2012,167,D. Rose,32,England,Sunderland,27,2221,1,,6,0
2012,888,P. Jones,31,England,Manchester United,17,1207,0,,4,0
2012,2277,R. Green,41,England,QPR,16,1319,0,,0,0
2012,2281,G. Cahill,37,England,Chelsea,26,2219,2,,1,0
2012,18757,L. Baines,37,England,Everton,38,3420,5,,4,0
2012,18759,P. Jagielka,41,England,Everton,36,3154,2,,1,0
2012,18769,T. Walcott,34,England,Arsenal,32,2284,14,,3,0
2012,18829,Jack Wilshere,30,England,Arsenal,25,1698,0,,4,0
2012,18928,P. Crouch,40,England,Stoke City,34,2337,7,,2,0
2012,19153,G. Barry,39,England,Manchester City,31,2397,1,,6,0
2012,19203,A. Cole,41,England,Chelsea,31,2790,1,,3,0
2012,19238,S. Downing,37,England,Liverpool,29,2194,3,,0,0
2012,82184,S. Harrison,28,England,Sunderland,0,0,0,,0,0
2012,90490,M. Carrick,40,England,Manchester United,36,3044,1,,3,0
2012,90491,G. Johnson,37,England,Liverpool,36,3224,1,,7,0
2012,90519,Ryan Mason,27,England,Tottenham,0,0,0,,0,0
2012,114764,R. Ferdinand,43,England,Manchester United,28,2324,1,,2,0
2012,114802,Paul Scholes,39,England,Manchester United,16,768,1,,7,0
2012,114815,M. Owen,42,England,Stoke City,8,93,1,,0,0
2012,114819,J. Carragher,43,England,Liverpool,24,1528,0,,4,0
2012,308,Daniel Andre Sturridge,33,England,Liverpool,14,1091,10,,2,0
2012,630,F. Delph,33,England,Aston Villa,24,1704,0,,7,0
2012,1758,J. Defoe,40,England,Tottenham,34,2410,11,,4,0
2012,6929,S. Taylor,35,England,Newcastle,25,2137,0,,2,0
2012,18791,B. Foster,40,England,West Brom,30,2700,0,,0,0
2012,18925,A. Lennon,35,England,Tottenham,34,2840,4,,1,0
2012,19289,M. Dawson,38,England,Tottenham,27,2009,1,,4,0
2012,37178,Urby Vitorrio Diego Emanuelson,36,Netherlands,Fulham,13,643,1,,1,0
2012,82009,J. Terry,41,England,Chelsea,14,948,4,,1,0
2012,82340,Stephen  Warnock,37,England,Aston Villa,0,0,0,,0,0
2012,82715,C. Driver,29,England,West Ham,0,0,0,,0,0
2012,83027,Rickie Lambert,35,England,Southampton,38,3133,15,,2,0
2012,83131,Wes Brown,39,England,Sunderland,0,0,0,,0,0
2012,102748,J. Cole,40,England,West Ham,11,619,2,,2,0
2012,103165,S. Wright-Phillips,40,England,QPR,20,1248,1,,0,0
2012,114763,Matthew  Upson,37,England,Stoke City,1,90,1,,0,0
2012,114817,J. Jenas,38,England,QPR,12,809,2,,1,0
2012,114822,Kieron  Dyer,35,England,QPR,4,195,0,,1,0
2012,114829,N. Shorey,40,England,Reading,17,1443,0,,0,0
2012,115954,D. Bentley,37,England,Tottenham,0,0,0,,0,0
2012,1443,Laurent Koscielny,37,France,Arsenal,25,1671,2,,1,1
2012,2205,H. Ben Arfa,35,France,Newcastle,19,1459,4,,1,0
2012,19729,J. Spence,30,England,West Ham,4,21,0,,0,0
2012,22085,M. Debuchy,38,France,Newcastle,14,1169,0,,3,0
2012,22240,L. Rémy,36,France,QPR,14,1145,6,,1,0
2012,28742,Gunnar Nielsen,37,Faroe Islands,Manchester City,0,0,0,,0,0
2012,49840,G. Clichy,38,France,Manchester City,28,2334,0,,3,0
2012,50785,B. Sagna,38,France,Arsenal,25,2240,0,,2,0
2012,87077,Patrice Evra,37,France,Manchester United,34,3060,4,,3,0
2012,90488,Y. Cabaye,35,France,Newcastle,26,2124,6,,8,0
